Departure,Return,Bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (°C),Return temperature (°C),Stopover duration (sec.),Number of stopovers
2/8/2018 10:00,2/8/2018 11:00,737,0099 Vancouver Art Gallery - North Plaza,0053 Keefer & Abbott,365 Day Founding Plus,1462,341,3756,3829,10,10,0,0
2/8/2018 11:00,2/8/2018 11:00,959,0073 Ontario & 5th,0148 Quebec & Milross,365 Standard,1184,299,3979,4151,12,13,0,0
2/8/2018 11:00,2/8/2018 11:00,213,0196 Drake & Hornby,0201 Shaw Tower,365 Plus,1974,615,3990,4132,11,13,0,0
2/8/2018 11:00,2/8/2018 11:00,294,0083 Aquatic Centre,0083 Aquatic Centre,24 Hour,2879,1595,3839,3976,12,13,0,0
2/8/2018 11:00,2/8/2018 11:00,313,0083 Aquatic Centre,0083 Aquatic Centre,24 Hour,2905,1522,3879,3968,13,12,0,0
2/8/2018 11:00,2/8/2018 11:00,829,0040 Cardero & Davie,0036 Bute & Robson,365 Standard,1200,295,3929,4042,11,14,0,0
2/8/2018 11:00,2/8/2018 11:00,1413,0066 Anderson & 2nd,0104 Stanley Park - Second Beach South,24 Hour,4868,1702,4006,4214,12,13,0,0
2/8/2018 11:00,2/8/2018 11:00,726,0053 Keefer & Abbott,0601 Olympic Village Station,Archived Monthly Standard,2866,648,3900,4079,12,13,0,0
2/8/2018 11:00,2/8/2018 11:00,217,0033 Robson & Denman,0063 Robson & Granville,365 Corporate Standard,1584,499,3926,4050,12,15,0,0
2/8/2018 11:00,2/8/2018 11:00,541,0055 Keefer & Columbia,0066 Anderson & 2nd,365 Standard,3983,670,3861,4061,12,15,0,0
2/8/2018 11:00,2/8/2018 11:00,975,0196 Drake & Hornby,0015 Granville & Georgia,90 Day,1214,444,3916,4032,12,13,0,0
2/8/2018 11:00,2/8/2018 11:00,73,0037 Hornby & Nelson,0012 Dunsmuir & Richards,365 Day Founding Standard,1139,344,3727,3813,12,13,0,0
2/8/2018 11:00,2/8/2018 11:00,340,0196 Drake & Hornby,0026 Beatty & Robson,Archived Monthly Plus,1696,523,3802,3945,12,14,0,0
2/8/2018 11:00,2/8/2018 11:00,1478,0026 Beatty & Robson,0030 Abbott & Cordova,365 Standard,0,0,3910,3993,12,13,0,0
2/8/2018 11:00,2/8/2018 11:00,631,0055 Keefer & Columbia,0138 Richards & Helmcken,Archived Monthly Standard,2101,502,3768,3900,12,14,0,0
2/8/2018 11:00,2/8/2018 13:00,313,0083 Aquatic Centre,0035 Coal Harbour Community Centre,24 Hour,11149,5120,0,4029,0,13,0,0
2/8/2018 11:00,2/8/2018 11:00,862,0012 Dunsmuir & Richards,0167 Cordova & Columbia,90 Day,1235,355,4032,4132,12,14,0,0
2/8/2018 11:00,2/8/2018 13:00,294,0083 Aquatic Centre,0035 Coal Harbour Community Centre,24 Hour,11094,5341,3866,4084,12,13,0,0
2/8/2018 11:00,2/8/2018 14:00,270,0134 14th & Main,0171 5th & Yukon,365 Standard,1799,8517,3719,3802,12,12,0,0
2/8/2018 11:00,2/8/2018 12:00,931,0102 Stanley Park - Second Beach North,0209 Stanley Park - Information Booth,24 Hour,2583,922,3644,3824,10,11,0,0
2/8/2018 11:00,2/8/2018 11:00,154,0071 14th & Granville,0066 Anderson & 2nd,Archived Monthly Standard,1572,300,3673,3829,12,15,0,0
2/8/2018 11:00,2/8/2018 11:00,516,0001 10th & Cambie,0176 10th & Ontario,365 Corporate Plus,743,220,3810,3906,12,13,0,0
2/8/2018 11:00,2/8/2018 12:00,872,0033 Robson & Denman,0083 Aquatic Centre,365 Plus,2052,698,3689,3861,13,14,0,0
2/8/2018 12:00,2/8/2018 12:00,168,0039 Helmcken & Burrard,0004 Yaletown-Roundhouse Station,365 Day Founding Plus,931,335,3847,3971,11,13,0,0
2/8/2018 12:00,2/8/2018 12:00,1188,0047 Chilco & Beach,0057 Marinaside & Cooperage,Archived Monthly Standard,3508,660,3943,4096,12,15,0,0
2/8/2018 12:00,2/8/2018 12:00,148,0002 Burrard Station,0031 Morton & Denman,365 Standard,2372,597,3863,4029,12,14,0,0
2/8/2018 12:00,2/8/2018 12:00,73,0012 Dunsmuir & Richards,0063 Robson & Granville,Archived Monthly Standard,978,250,3663,3823,15,16,0,0
2/8/2018 12:00,2/8/2018 12:00,1198,0036 Bute & Robson,0089 Burrard & Drake,365 Corporate Plus,1227,346,3905,3939,12,14,0,0
2/8/2018 12:00,2/8/2018 12:00,499,0014 Canada Place,0047 Chilco & Beach,365 Standard,4529,1088,3702,3879,13,14,0,0
2/8/2018 12:00,2/8/2018 12:00,1154,0050 Bute & Comox,0065 Cypress & Cornwall,365 Plus,2284,473,3958,4074,13,15,0,0
2/8/2018 12:00,2/8/2018 12:00,101,0071 14th & Granville,0105 Stanley Park - Totem Poles,365 Plus,11163,2739,3826,4138,12,16,333,1
2/8/2018 12:00,2/8/2018 13:00,407,0063 Robson & Granville,0039 Helmcken & Burrard,365 Day Founding Plus,2246,2771,3692,3814,12,11,1937,1
2/8/2018 12:00,2/8/2018 14:00,106,0996 Balancer Bike Check In,0001 10th & Cambie,VIP,5697,7824,3980,4159,23,16,6334,1
2/8/2018 12:00,2/8/2018 12:00,1004,0204 York & Yew,0077 Vanier Park,365 Day Founding Standard,2709,1769,3989,4109,12,14,817,1
2/8/2018 12:00,2/8/2018 12:00,423,0080 Laurel & Broadway,0130 Heather & 16th,Archived Monthly Standard,1016,369,4006,4130,13,14,0,0
2/8/2018 12:00,2/8/2018 12:00,931,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,24 Hour,994,335,3695,3823,11,10,0,0
2/8/2018 12:00,2/8/2018 12:00,206,0201 Shaw Tower,0079 Nelson & Richards,365 Standard,1862,529,3926,4037,13,14,0,0
2/8/2018 12:00,2/8/2018 14:00,44,0035 Coal Harbour Community Centre,0028 Davie & Beach,24 Hour,15443,7551,3793,4088,13,13,0,0
2/8/2018 12:00,2/8/2018 14:00,1165,0035 Coal Harbour Community Centre,0028 Davie & Beach,24 Hour,15492,7512,4093,4263,12,13,0,0
2/8/2018 12:00,2/8/2018 12:00,1147,0196 Drake & Hornby,0037 Hornby & Nelson,365 Standard,567,204,3598,3726,12,13,0,0
2/8/2018 12:00,2/8/2018 12:00,1040,0017 Marinaside & Davie,0148 Quebec & Milross,365 Day Founding Plus,1551,504,3721,3868,15,16,0,0
2/8/2018 12:00,2/8/2018 12:00,122,0187 Bute & Davie,0037 Hornby & Nelson,365 Standard,959,245,3889,3992,13,15,0,0
2/8/2018 12:00,2/8/2018 12:00,1041,0212 Union & Gore,0066 Anderson & 2nd,365 Standard,4386,1393,3774,3953,13,15,0,0
2/8/2018 12:00,2/8/2018 13:00,1383,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,24 Hour,6987,2419,3708,3726,12,12,0,0
2/8/2018 12:00,2/8/2018 12:00,418,0027 Beatty & Nelson,0030 Abbott & Cordova,365 Day Founding Plus,1219,460,3769,3905,12,13,0,0
2/8/2018 12:00,2/8/2018 12:00,959,0148 Quebec & Milross,0073 Ontario & 5th,365 Standard,1217,503,3989,4158,13,12,0,0
2/8/2018 12:00,2/8/2018 12:00,426,0063 Robson & Granville,0089 Burrard & Drake,365 Standard,0,330,3665,3719,12,11,0,0
2/8/2018 12:00,2/8/2018 12:00,726,0601 Olympic Village Station,0057 Marinaside & Cooperage,Archived Monthly Standard,3520,819,3963,4148,14,14,0,0
2/8/2018 12:00,2/8/2018 12:00,829,0036 Bute & Robson,0099 Vancouver Art Gallery - North Plaza,Archived Monthly Standard,692,212,3932,4024,12,12,0,0
2/8/2018 12:00,2/8/2018 12:00,516,0176 10th & Ontario,0001 10th & Cambie,365 Corporate Plus,837,177,3819,3879,12,13,0,0
2/8/2018 12:00,2/8/2018 12:00,98,0139 Burrard & 4th,0066 Anderson & 2nd,365 Plus,1067,324,4003,4088,19,20,0,0
2/8/2018 12:00,2/8/2018 14:00,357,0011 Ontario & Seawall,0996 Balancer Bike Check In,VIP,3810,6162,3768,3887,13,16,5186,1
2/8/2018 12:00,2/8/2018 12:00,410,0110 5th & Arbutus,0041 Cardero & Robson,365 Day Founding Plus,4296,939,3708,3942,12,16,0,0
2/8/2018 12:00,2/8/2018 13:00,697,0024 Hornby & Pender,0024 Hornby & Pender,365 Plus,15053,3140,3785,4082,12,14,0,0
2/8/2018 12:00,2/8/2018 12:00,160,0150 Alexander & Main,0150 Alexander & Main,VIP,0,17,3768,3797,12,11,0,0
2/8/2018 12:00,2/8/2018 14:00,785,0150 Alexander & Main,0150 Alexander & Main,VIP,10695,6068,3661,3874,8,12,0,0
2/8/2018 12:00,2/8/2018 14:00,1092,0150 Alexander & Main,0150 Alexander & Main,VIP,6348,5980,3916,4151,13,13,0,0
2/8/2018 12:00,2/8/2018 12:00,237,0001 10th & Cambie,0197 1st & Main,365 Corporate Plus,2184,471,3692,3848,13,13,0,0
2/8/2018 12:00,2/8/2018 13:00,931,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,9862,4123,3700,3913,13,11,0,0
2/8/2018 12:00,2/8/2018 12:00,1129,0019 Robson & Hornby,0048 Comox & Broughton,365 Corporate Plus,1266,284,3565,3698,13,15,0,0
2/8/2018 12:00,2/8/2018 13:00,1047,0033 Robson & Denman,0004 Yaletown-Roundhouse Station,365 Day Founding Plus,3093,1227,3632,3792,12,10,0,0
2/8/2018 12:00,2/8/2018 12:00,648,0012 Dunsmuir & Richards,0025 Homer & Robson,Archived Monthly Standard,504,216,4066,4158,13,14,0,0
2/8/2018 12:00,2/8/2018 12:00,587,0150 Alexander & Main,0030 Abbott & Cordova,365 Day Founding Standard,641,192,4071,4145,16,16,0,0
2/8/2018 12:00,2/8/2018 12:00,217,0063 Robson & Granville,0196 Drake & Hornby,365 Day Founding Standard,1045,295,3934,4051,12,13,0,0
2/8/2018 12:00,2/8/2018 13:00,829,0099 Vancouver Art Gallery - North Plaza,0187 Bute & Davie,365 Plus,1417,583,3926,4051,12,12,0,0
2/8/2018 12:00,2/8/2018 13:00,356,0088 Harwood & Bute,0012 Dunsmuir & Richards,Archived Monthly Standard,2213,701,4016,4156,11,12,0,0
2/8/2018 13:00,2/8/2018 13:00,41,0105 Stanley Park - Totem Poles,0071 14th & Granville,365 Plus,13315,3057,3982,4227,16,14,180,1
2/8/2018 13:00,2/8/2018 13:00,217,0196 Drake & Hornby,0036 Bute & Robson,365 Standard,1392,538,3955,4085,13,13,0,0
2/8/2018 13:00,2/8/2018 13:00,587,0030 Abbott & Cordova,0150 Alexander & Main,365 Day Founding Standard,700,245,4063,4142,15,16,0,0
2/8/2018 13:00,2/8/2018 13:00,790,0047 Chilco & Beach,0007 12th & Yukon,Archived Monthly Plus,7594,1425,3800,4164,12,12,0,0
2/8/2018 13:00,2/8/2018 13:00,426,0089 Burrard & Drake,0063 Robson & Granville,365 Standard,0,394,3616,3711,12,11,0,0
2/8/2018 13:00,2/8/2018 13:00,1208,0032 Comox & Denman,0032 Comox & Denman,365 Day Founding Plus,10955,2972,3771,4111,11,12,0,0
2/8/2018 13:00,2/8/2018 13:00,101,0105 Stanley Park - Totem Poles,0104 Stanley Park - Second Beach South,24 Hour,3714,1352,3998,4155,15,15,0,0
2/8/2018 13:00,2/8/2018 13:00,1036,0105 Stanley Park - Totem Poles,0104 Stanley Park - Second Beach South,24 Hour,3791,1302,3819,3968,16,14,0,0
2/8/2018 13:00,2/8/2018 13:00,583,0109 7th & Arbutus,0089 Burrard & Drake,Archived Monthly Standard,2507,528,3916,4030,16,17,0,0
2/8/2018 13:00,2/8/2018 13:00,45,0089 Burrard & Drake,0063 Robson & Granville,365 Plus,1157,444,3810,3910,14,15,0,0
2/8/2018 13:00,2/8/2018 13:00,449,0129 Richards & Robson,0036 Bute & Robson,365 Standard,976,418,3686,3776,12,13,0,0
2/8/2018 13:00,2/8/2018 13:00,356,0012 Dunsmuir & Richards,0129 Richards & Robson,Archived Monthly Standard,373,163,4066,4146,12,12,0,0
2/8/2018 13:00,2/8/2018 13:00,179,0165 Columbia & 4th,0054 Expo & Carrall,365 Corporate Plus,1980,500,4105,4217,14,15,0,0
2/8/2018 13:00,2/8/2018 13:00,1532,0036 Bute & Robson,0033 Robson & Denman,Archived Monthly Standard,929,203,3939,4035,13,15,0,0
2/8/2018 13:00,2/8/2018 13:00,623,0129 Richards & Robson,0016 Pender & Burrard,Archived Monthly Standard,2485,1053,3795,3837,11,12,0,0
2/8/2018 13:00,2/8/2018 13:00,862,0167 Cordova & Columbia,0064 Expo & Smithe,90 Day,1523,473,3971,4145,12,14,0,0
2/8/2018 13:00,2/8/2018 13:00,470,0153 Arbutus Greenway & Fir,0057 Marinaside & Cooperage,90 Day,3450,730,3787,3977,20,19,0,0
2/8/2018 13:00,2/8/2018 13:00,441,0011 Ontario & Seawall,0057 Marinaside & Cooperage,Archived Monthly Basic,1676,402,3853,3984,13,15,0,0
2/8/2018 13:00,2/8/2018 13:00,1362,0082 Richards & Davie,0017 Marinaside & Davie,365 Plus,796,324,3860,3972,14,15,0,0
2/8/2018 13:00,2/8/2018 13:00,629,0024 Hornby & Pender,0129 Richards & Robson,365 Day Founding Standard,920,385,3843,3937,12,13,0,0
2/8/2018 13:00,2/8/2018 13:00,975,0015 Granville & Georgia,0196 Drake & Hornby,90 Day,1202,386,3916,4040,11,12,0,0
2/8/2018 13:00,2/8/2018 13:00,744,0039 Helmcken & Burrard,0027 Beatty & Nelson,365 Day Founding Plus,1217,923,3690,3766,12,12,453,1
2/8/2018 13:00,2/8/2018 13:00,1274,0007 12th & Yukon,0076 Cypress & 4th,365 Standard,3453,881,3834,3995,12,16,0,0
2/8/2018 13:00,2/8/2018 13:00,463,0058 Homer & Smithe,0030 Abbott & Cordova,365 Plus,1362,478,3839,3932,12,13,0,0
2/8/2018 13:00,2/8/2018 13:00,946,0025 Homer & Robson,0024 Hornby & Pender,Archived Monthly Plus,933,310,3832,3940,12,14,0,0
2/8/2018 13:00,2/8/2018 13:00,1478,0030 Abbott & Cordova,0026 Beatty & Robson,365 Standard,141.67,17,3895,4011,13,14,0,0
2/8/2018 13:00,2/8/2018 13:00,669,0063 Robson & Granville,0011 Ontario & Seawall,365 Standard,2901,637,3890,4063,12,15,0,0
2/8/2018 13:00,2/8/2018 14:00,367,0017 Marinaside & Davie,0099 Vancouver Art Gallery - North Plaza,365 Plus,8484,2694,3673,3929,18,12,0,0
2/8/2018 13:00,2/8/2018 13:00,399,0171 5th & Yukon,0176 10th & Ontario,Archived Monthly Standard,1145,376,4019,4193,12,13,0,0
2/8/2018 13:00,2/8/2018 14:00,101,0104 Stanley Park - Second Beach South,0066 Anderson & 2nd,24 Hour,4978,1938,4082,4122,13,13,0,0
2/8/2018 13:00,2/8/2018 14:00,1036,0104 Stanley Park - Second Beach South,0066 Anderson & 2nd,24 Hour,5064,1862,3881,4016,13,13,0,0
2/8/2018 13:00,2/8/2018 13:00,1534,0087 Broughton & Burnaby,0041 Cardero & Robson,365 Plus,1039,307,4009,4122,12,13,0,0
2/8/2018 13:00,2/8/2018 13:00,718,0083 Aquatic Centre,0093 Chilco & Robson,365 Day Founding Plus,2146,571,4011,4122,18,16,0,0
2/8/2018 13:00,2/8/2018 13:00,766,0012 Dunsmuir & Richards,0138 Richards & Helmcken,365 Standard,896,247,4008,4096,16,17,0,0
2/8/2018 13:00,2/8/2018 13:00,428,0083 Aquatic Centre,0028 Davie & Beach,24 Hour,1302,980,3768,3860,13,11,0,0
2/8/2018 13:00,2/8/2018 13:00,1200,0079 Nelson & Richards,0063 Robson & Granville,365 Standard,739,273,3578,3694,12,13,0,0
2/8/2018 13:00,2/8/2018 13:00,1040,0148 Quebec & Milross,0011 Ontario & Seawall,365 Standard,614,205,3698,3855,16,17,0,0
2/8/2018 13:00,2/8/2018 13:00,410,0041 Cardero & Robson,0014 Canada Place,365 Day Founding Standard,2015,677,3768,3940,12,13,0,0
2/8/2018 13:00,2/8/2018 14:00,976,0065 Cypress & Cornwall,0055 Keefer & Columbia,Archived Monthly Standard,0,1239,3689,3750,16,13,0,0
2/8/2018 13:00,2/8/2018 13:00,999,0044 Richards & Beach,0054 Expo & Carrall,365 Day Founding Standard,1950,835,3805,3908,12,14,0,0
2/8/2018 13:00,2/8/2018 13:00,425,0016 Pender & Burrard,0082 Richards & Davie,Archived Monthly Standard,1741,498,3711,3823,11,13,0,0
2/8/2018 13:00,2/8/2018 14:00,286,0154 Kitsilano Beach Park,0065 Cypress & Cornwall,24 Hour,2460,1263,3732,3881,12,13,20,1
2/8/2018 13:00,2/8/2018 14:00,108,0154 Kitsilano Beach Park,0065 Cypress & Cornwall,24 Hour,2303,1196,3835,3947,13,13,0,0
2/8/2018 13:00,2/8/2018 13:00,876,0196 Drake & Hornby,0063 Robson & Granville,365 Day Founding Standard,1047,367,3916,4003,11,12,0,0
2/8/2018 13:00,2/8/2018 14:00,1146,0089 Burrard & Drake,0030 Abbott & Cordova,365 Standard,2507,1038,3963,4084,14,14,0,0
2/8/2018 13:00,2/8/2018 14:00,1129,0048 Comox & Broughton,0015 Granville & Georgia,365 Corporate Plus,2964,945,3581,3739,14,14,0,0
2/8/2018 13:00,2/8/2018 14:00,374,0017 Marinaside & Davie,0017 Marinaside & Davie,365 Day Founding Plus,15592,3183,3589,3847,20,15,0,0
2/8/2018 13:00,2/8/2018 13:00,429,0037 Hornby & Nelson,0063 Robson & Granville,365 Day Founding Plus,496,224,3723,3826,12,12,0,0
2/8/2018 13:00,2/8/2018 19:00,426,0063 Robson & Granville,0073 Ontario & 5th,365 Corporate Plus,0,18827,3634,3735,12,8,0,0
2/8/2018 13:00,2/8/2018 13:00,693,0037 Hornby & Nelson,0019 Robson & Hornby,365 Corporate Plus,330,82,3842,3934,11,10,0,0
2/8/2018 13:00,2/8/2018 14:00,338,0004 Yaletown-Roundhouse Station,0083 Aquatic Centre,365 Day Founding Plus,2448,1005,4069,4213,18,16,0,0
2/8/2018 14:00,2/8/2018 14:00,1218,0197 1st & Main,0064 Expo & Smithe,365 Standard,2485,666,3607,3705,19,18,0,0
2/8/2018 14:00,2/8/2018 14:00,483,0076 Cypress & 4th,0147 Chestnut & McNicoll,365 Plus,1000,314,3645,3776,14,15,0,0
2/8/2018 14:00,2/8/2018 14:00,288,0015 Granville & Georgia,0123 Georgia & Thurlow,365 Day Founding Plus,871,307,3800,3900,11,12,0,0
2/8/2018 14:00,2/8/2018 14:00,429,0063 Robson & Granville,0037 Hornby & Nelson,365 Day Founding Plus,520,246,3689,3818,12,13,0,0
2/8/2018 14:00,2/8/2018 14:00,888,0187 Bute & Davie,0048 Comox & Broughton,365 Day Founding Plus,500,426,3964,4021,13,13,0,0
2/8/2018 14:00,2/8/2018 14:00,1200,0063 Robson & Granville,0201 Shaw Tower,365 Standard,1233,367,3571,3698,12,14,0,0
2/8/2018 14:00,2/8/2018 14:00,788,0209 Stanley Park - Information Booth,0102 Stanley Park - Second Beach North,24 Hour,7920,2897,3795,3993,16,14,0,0
2/8/2018 14:00,2/8/2018 14:00,1062,0209 Stanley Park - Information Booth,0102 Stanley Park - Second Beach North,24 Hour,7822,2829,3766,3979,15,14,0,0
2/8/2018 14:00,2/8/2018 14:00,247,0039 Helmcken & Burrard,0087 Broughton & Burnaby,365 Day Founding Plus,1114,334,3837,3939,11,13,0,0
2/8/2018 14:00,2/8/2018 14:00,286,0065 Cypress & Cornwall,0066 Anderson & 2nd,24 Hour,1155,655,3710,3903,13,14,0,0
2/8/2018 14:00,2/8/2018 14:00,108,0065 Cypress & Cornwall,0066 Anderson & 2nd,24 Hour,1127,645,3839,3947,14,14,0,0
2/8/2018 14:00,2/8/2018 14:00,99,0196 Drake & Hornby,0196 Drake & Hornby,365 Plus,0,17,4027,4095,12,11,0,0
2/8/2018 14:00,2/8/2018 14:00,486,0012 Dunsmuir & Richards,0996 Balancer Bike Check In,VIP,3179,695,4035,4155,8,10,0,0
2/8/2018 14:00,2/8/2018 14:00,99,0196 Drake & Hornby,0078 Nelson & Mainland,365 Plus,1425,331,3958,4129,12,13,0,0
2/8/2018 14:00,2/8/2018 14:00,665,0064 Expo & Smithe,0019 Robson & Hornby,365 Day Founding Plus,1143,439,3839,3934,15,15,0,0
2/8/2018 14:00,2/8/2018 14:00,516,0001 10th & Cambie,0172 10th & Columbia,365 Day Founding Plus,406,134,3814,3897,13,14,0,0
2/8/2018 14:00,2/8/2018 14:00,810,0065 Cypress & Cornwall,0037 Hornby & Nelson,Archived Monthly Plus,2160,708,3826,4005,15,15,0,0
2/8/2018 14:00,2/8/2018 14:00,649,0107 8th & Ontario,0107 8th & Ontario,365 Day Founding Standard,1564,1021,4000,4143,14,16,561,1
2/8/2018 14:00,2/8/2018 14:00,987,0167 Cordova & Columbia,0064 Expo & Smithe,Archived Monthly Plus,1686,368,3764,3871,11,15,0,0
2/8/2018 14:00,2/8/2018 14:00,1120,0187 Bute & Davie,0196 Drake & Hornby,90 Day,763,233,3840,3868,13,15,0,0
2/8/2018 14:00,2/8/2018 14:00,766,0138 Richards & Helmcken,0012 Dunsmuir & Richards,365 Standard,1141,352,4026,4119,14,15,0,0
2/8/2018 14:00,2/8/2018 14:00,629,0129 Richards & Robson,0060 Bidwell & Burnaby,365 Standard,3101,805,3813,4013,12,13,0,0
2/8/2018 14:00,2/8/2018 14:00,282,0040 Cardero & Davie,0035 Coal Harbour Community Centre,Archived Monthly Standard,1368,404,3557,3734,11,13,0,0
2/8/2018 14:00,2/8/2018 14:00,73,0063 Robson & Granville,0087 Broughton & Burnaby,Archived Monthly Standard,1803,489,3706,3852,13,15,0,0
2/8/2018 14:00,2/8/2018 14:00,1413,0104 Stanley Park - Second Beach South,0104 Stanley Park - Second Beach South,24 Hour,0,17,4043,4121,11,11,0,0
2/8/2018 14:00,2/8/2018 14:00,470,0057 Marinaside & Cooperage,0073 Ontario & 5th,Archived Monthly Basic,2291,638,3835,4008,12,15,0,0
