Departure,Return,Bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (°C),Return temperature (°C),Stopover duration (sec.),Number of stopovers
2/11/2018 14:00,2/11/2018 15:00,1251,0154 Kitsilano Beach Park,0077 Vanier Park,24 Hour,2117,1462,3885,3969,17,11,0,0
2/11/2018 14:00,2/11/2018 14:00,560,0104 Stanley Park - Second Beach South,0028 Davie & Beach,24 Hour,1149,495,4050,4159,10,11,0,0
2/11/2018 14:00,2/11/2018 14:00,1178,0104 Stanley Park - Second Beach South,0028 Davie & Beach,24 Hour,1147,469,3940,4067,10,11,0,0
2/11/2018 14:00,2/11/2018 15:00,1144,0154 Kitsilano Beach Park,0077 Vanier Park,24 Hour,2078,1412,3595,3761,10,10,0,0
2/11/2018 14:00,2/11/2018 16:00,1276,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,9809,4284,4076,4238,14,11,0,0
2/11/2018 14:00,2/11/2018 15:00,1242,0212 Union & Gore,0035 Coal Harbour Community Centre,365 Day Founding Plus,3301,789,4019,4180,17,15,0,0
2/11/2018 14:00,2/11/2018 16:00,546,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,9803,4145,3694,3992,17,12,0,0
2/11/2018 14:00,2/11/2018 16:00,305,0011 Ontario & Seawall,0011 Ontario & Seawall,24 Hour,22772,7058,3943,4317,13,11,0,0
2/11/2018 14:00,2/11/2018 16:00,1525,0107 8th & Ontario,0066 Anderson & 2nd,24 Hour,4682,4308,4014,4253,11,10,0,0
2/11/2018 14:00,2/11/2018 16:00,1489,0011 Ontario & Seawall,0011 Ontario & Seawall,24 Hour,22854,7022,3882,4192,12,11,0,0
2/11/2018 14:00,2/11/2018 15:00,1300,0197 1st & Main,0017 Marinaside & Davie,365 Day Founding Standard,2364,620,3955,4105,18,16,0,0
2/11/2018 14:00,2/11/2018 15:00,148,0032 Comox & Denman,0032 Comox & Denman,365 Day Founding Plus,11010,2769,3756,4261,7,11,0,0
2/11/2018 14:00,2/11/2018 15:00,339,0092 Chilco & Barclay,0073 Ontario & 5th,365 Day Founding Plus,6569,1683,3768,4011,9,11,0,0
2/11/2018 14:00,2/11/2018 15:00,973,0033 Robson & Denman,0032 Comox & Denman,Archived Monthly Standard,1023,314,3850,3971,7,9,0,0
2/11/2018 14:00,2/11/2018 15:00,1072,0066 Anderson & 2nd,0030 Abbott & Cordova,24 Hour,5149,1755,3710,3929,8,10,0,0
2/11/2018 14:00,2/11/2018 14:00,1491,0044 Richards & Beach,0044 Richards & Beach,365 Standard,0,17,3964,4032,11,10,0,0
2/11/2018 14:00,2/11/2018 14:00,1296,0009 Spyglass & Seawall,0009 Spyglass & Seawall,365 Day Founding Standard,6,78,4058,4114,14,14,0,0
2/11/2018 14:00,2/11/2018 15:00,791,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,24 Hour,6912,2048,4095,4350,12,9,0,0
2/11/2018 14:00,2/11/2018 15:00,394,0218 Carrall & Seawall,0066 Anderson & 2nd,365 Day Founding Plus,4024,920,4209,4301,13,11,0,0
2/11/2018 14:00,2/11/2018 15:00,1491,0044 Richards & Beach,0028 Davie & Beach,365 Standard,2178,568,3934,4101,12,12,0,0
2/11/2018 14:00,2/11/2018 15:00,649,0218 Carrall & Seawall,0066 Anderson & 2nd,365 Day Founding Plus,4049,911,4256,4383,13,10,0,0
2/11/2018 14:00,2/11/2018 15:00,1517,0014 Canada Place,0026 Beatty & Robson,24 Hour,1684,697,3598,3739,8,10,0,0
2/11/2018 14:00,2/11/2018 15:00,413,0014 Canada Place,0026 Beatty & Robson,24 Hour,1703,700,3826,3960,8,9,0,0
2/11/2018 14:00,2/11/2018 15:00,991,0109 7th & Arbutus,0155 Arbutus & McNicoll,24 Hour,3060,1534,3877,4014,14,11,0,0
2/11/2018 14:00,2/11/2018 15:00,1017,0080 Laurel & Broadway,0112 10th & Oak,365 Day Founding Plus,271,262,3810,3997,15,10,0,0
2/11/2018 14:00,2/11/2018 15:00,1004,0109 7th & Arbutus,0155 Arbutus & McNicoll,24 Hour,3034,1426,4027,4167,11,10,0,0
2/11/2018 15:00,2/11/2018 15:00,344,0601 Olympic Village Station,0073 Ontario & 5th,365 Standard,855,295,3766,3914,12,11,0,0
2/11/2018 15:00,2/11/2018 15:00,435,0083 Aquatic Centre,0104 Stanley Park - Second Beach South,24 Hour,2325,1124,3847,3974,12,13,0,0
2/11/2018 15:00,2/11/2018 15:00,1282,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,0,30,4096,4187,9,9,0,0
2/11/2018 15:00,2/11/2018 15:00,241,0026 Beatty & Robson,0012 Dunsmuir & Richards,Archived Monthly Standard,1533,1260,4142,4201,11,8,0,0
2/11/2018 15:00,2/11/2018 15:00,830,0004 Yaletown-Roundhouse Station,0005 Dunsmuir & Beatty,365 Corporate Standard,1221,545,3645,3771,9,10,0,0
2/11/2018 15:00,2/11/2018 15:00,407,0004 Yaletown-Roundhouse Station,0005 Dunsmuir & Beatty,Archived Monthly Standard,1219,537,3698,3821,9,8,0,0
2/11/2018 15:00,2/11/2018 15:00,557,0050 Bute & Comox,0063 Robson & Granville,365 Day Founding Standard,1288,441,3805,3919,9,11,0,0
2/11/2018 15:00,2/11/2018 15:00,1048,0050 Bute & Comox,0063 Robson & Granville,365 Day Founding Standard,1290,424,3898,4034,9,8,0,0
2/11/2018 15:00,2/11/2018 15:00,1086,0089 Burrard & Drake,0019 Robson & Hornby,Archived Monthly Standard,951,476,3568,3784,10,10,0,0
2/11/2018 15:00,2/11/2018 15:00,973,0032 Comox & Denman,0060 Bidwell & Burnaby,Archived Monthly Standard,516,171,3853,3964,8,9,0,0
2/11/2018 15:00,2/11/2018 15:00,785,0014 Canada Place,0052 Cambie & Water,24 Hour,1674,865,3644,3777,5,5,0,0
2/11/2018 15:00,2/11/2018 15:00,1222,0014 Canada Place,0052 Cambie & Water,24 Hour,1643,821,3960,4084,8,9,0,0
2/11/2018 15:00,2/11/2018 15:00,115,0167 Cordova & Columbia,0028 Davie & Beach,365 Plus,5970,2088,3955,4227,11,11,0,0
2/11/2018 15:00,2/11/2018 15:00,1263,0167 Cordova & Columbia,0083 Aquatic Centre,24 Hour,4653,1534,3845,4029,9,11,0,0
2/11/2018 15:00,2/11/2018 15:00,145,0036 Bute & Robson,0005 Dunsmuir & Beatty,365 Day Founding Standard,1790,695,3727,3826,14,13,0,0
2/11/2018 15:00,2/11/2018 15:00,1505,0082 Richards & Davie,0174 1st & Ontario,24 Hour,46,968,3900,3980,9,8,0,0
2/11/2018 15:00,2/11/2018 15:00,359,0019 Robson & Hornby,0209 Stanley Park - Information Booth,Archived Monthly Plus,3849,1157,3918,4098,9,12,116,1
2/11/2018 15:00,2/11/2018 15:00,1215,0082 Richards & Davie,0174 1st & Ontario,24 Hour,3040,898,3774,3972,8,8,0,0
2/11/2018 15:00,2/11/2018 18:00,198,0015 Granville & Georgia,0148 Quebec & Milross,24 Hour,21138,13549,4027,4267,12,7,0,0
2/11/2018 15:00,2/11/2018 15:00,275,0037 Hornby & Nelson,0082 Richards & Davie,Archived Monthly Plus,728,346,3737,3832,8,10,0,0
2/11/2018 15:00,2/11/2018 15:00,1272,0037 Hornby & Nelson,0082 Richards & Davie,Archived Monthly Plus,710,331,4001,4106,8,9,0,0
2/11/2018 15:00,2/11/2018 15:00,850,0077 Vanier Park,0009 Spyglass & Seawall,24 Hour,3602,1616,3726,3908,9,9,0,0
2/11/2018 15:00,2/11/2018 15:00,715,0187 Bute & Davie,0036 Bute & Robson,365 Standard,610,181,3773,3871,14,15,0,0
2/11/2018 15:00,2/11/2018 15:00,331,0077 Vanier Park,0009 Spyglass & Seawall,24 Hour,3630,1584,3726,3910,12,8,0,0
2/11/2018 15:00,2/11/2018 15:00,1144,0077 Vanier Park,0009 Spyglass & Seawall,24 Hour,3677,1677,3582,3787,11,9,0,0
2/11/2018 15:00,2/11/2018 15:00,773,0011 Ontario & Seawall,0010 Stamp's Landing,24 Hour,1417,934,3872,4021,9,9,0,0
2/11/2018 15:00,2/11/2018 15:00,1240,0077 Vanier Park,0009 Spyglass & Seawall,24 Hour,3600,1513,3744,3919,9,10,0,0
2/11/2018 15:00,2/11/2018 15:00,459,0077 Vanier Park,0077 Vanier Park,24 Hour,0,16,3834,3914,10,10,0,0
2/11/2018 15:00,2/11/2018 15:00,301,0035 Coal Harbour Community Centre,0025 Homer & Robson,365 Corporate Plus,2191,1230,3816,3945,8,8,0,0
2/11/2018 15:00,2/11/2018 15:00,1251,0077 Vanier Park,0009 Spyglass & Seawall,24 Hour,3632,1512,3843,4035,11,10,0,0
2/11/2018 15:00,2/11/2018 15:00,1459,0083 Aquatic Centre,0037 Hornby & Nelson,24 Hour,1594,936,4067,4161,13,11,0,0
2/11/2018 15:00,2/11/2018 16:00,194,0033 Robson & Denman,0102 Stanley Park - Second Beach North,365 Standard,8982,3111,3955,4216,8,11,0,0
2/11/2018 15:00,2/11/2018 15:00,405,0066 Anderson & 2nd,0011 Ontario & Seawall,24 Hour,3638,1497,3968,4119,9,10,0,0
2/11/2018 15:00,2/11/2018 15:00,459,0077 Vanier Park,0009 Spyglass & Seawall,24 Hour,3610,1429,3716,3966,11,9,0,0
2/11/2018 15:00,2/11/2018 16:00,1043,0093 Chilco & Robson,0031 Morton & Denman,24 Hour,9897,5684,3924,4169,11,8,0,0
2/11/2018 15:00,2/11/2018 15:00,1121,0204 York & Yew,0066 Anderson & 2nd,365 Plus,1210,452,3918,4034,11,11,0,0
2/11/2018 15:00,2/11/2018 16:00,861,0093 Chilco & Robson,0031 Morton & Denman,24 Hour,10062,5496,3797,4077,11,11,0,0
2/11/2018 15:00,2/11/2018 15:00,295,0066 Anderson & 2nd,0011 Ontario & Seawall,24 Hour,3687,1426,3819,3979,9,10,0,0
2/11/2018 15:00,2/11/2018 15:00,905,0066 Anderson & 2nd,0011 Ontario & Seawall,24 Hour,3546,1424,3826,3997,9,10,0,0
2/11/2018 15:00,2/11/2018 18:00,438,0014 Canada Place,0033 Robson & Denman,24 Hour,12617,10877,3645,3937,9,8,0,0
2/11/2018 15:00,2/11/2018 15:00,806,0011 Ontario & Seawall,0084 Sunset Beach West,365 Day Founding Plus,4819,1626,3748,3930,8,11,0,0
2/11/2018 15:00,2/11/2018 15:00,112,0140 Burrard & 7th,0066 Anderson & 2nd,365 Day Founding Plus,1413,384,3871,3987,10,12,0,0
2/11/2018 15:00,2/11/2018 15:00,623,0140 Burrard & 7th,0024 Hornby & Pender,365 Day Founding Standard,3892,1067,3784,3921,11,10,0,0
2/11/2018 15:00,2/11/2018 15:00,425,0104 Stanley Park - Second Beach South,0011 Ontario & Seawall,365 Corporate Plus,6489,1696,3776,4050,10,11,0,0
2/11/2018 15:00,2/11/2018 16:00,904,0101 Stanley Park - Vancouver Aquarium,0033 Robson & Denman,24 Hour,5143,2592,3581,3648,9,9,0,0
2/11/2018 15:00,2/11/2018 15:00,1051,0011 Ontario & Seawall,0218 Carrall & Seawall,365 Day Founding Plus,851,307,3961,4090,8,9,0,0
2/11/2018 15:00,2/11/2018 16:00,361,0101 Stanley Park - Vancouver Aquarium,0033 Robson & Denman,24 Hour,5027,2572,3655,3852,9,10,0,0
2/11/2018 15:00,2/11/2018 15:00,234,0014 Canada Place,0209 Stanley Park - Information Booth,24 Hour,3203,1522,3918,4119,8,10,0,0
2/11/2018 15:00,2/11/2018 15:00,220,0017 Marinaside & Davie,0073 Ontario & 5th,365 Standard,2464,691,3845,3979,17,14,0,0
2/11/2018 15:00,2/11/2018 15:00,435,0104 Stanley Park - Second Beach South,0102 Stanley Park - Second Beach North,24 Hour,3522,1010,3877,4048,11,12,0,0
2/11/2018 15:00,2/11/2018 15:00,581,0080 Laurel & Broadway,0132 14th & Ontario,365 Standard,2013,555,3734,3829,16,14,0,0
2/11/2018 15:00,2/11/2018 15:00,1049,0152 Arbutus Greenway & 14th,0028 Davie & Beach,24 Hour,4700,1465,4100,4216,11,11,0,0
2/11/2018 15:00,2/11/2018 15:00,1406,0016 Pender & Burrard,0138 Richards & Helmcken,24 Hour,1623,677,3810,3916,8,10,0,0
2/11/2018 15:00,2/11/2018 15:00,918,0104 Stanley Park - Second Beach South,0035 Coal Harbour Community Centre,24 Hour,2211,900,3929,4005,10,9,0,0
2/11/2018 15:00,2/11/2018 15:00,1431,0016 Pender & Burrard,0138 Richards & Helmcken,24 Hour,1615,737,4014,4108,8,9,0,0
2/11/2018 15:00,2/11/2018 16:00,1078,0101 Stanley Park - Vancouver Aquarium,0102 Stanley Park - Second Beach North,24 Hour,5713,3127,3974,4169,10,10,0,0
2/11/2018 15:00,2/11/2018 15:00,981,0016 Pender & Burrard,0138 Richards & Helmcken,24 Hour,1641,711,3671,3803,7,10,0,0
2/11/2018 15:00,2/11/2018 15:00,544,0016 Pender & Burrard,0138 Richards & Helmcken,24 Hour,1682,735,3993,4150,8,9,0,0
2/11/2018 15:00,2/11/2018 15:00,1518,0037 Hornby & Nelson,0148 Quebec & Milross,365 Plus,2744,862,3872,4038,8,10,0,0
2/11/2018 15:00,2/11/2018 16:00,142,0101 Stanley Park - Vancouver Aquarium,0102 Stanley Park - Second Beach North,24 Hour,5652,3097,3947,4174,10,10,0,0
2/11/2018 15:00,2/11/2018 15:00,1145,0089 Burrard & Drake,0148 Quebec & Milross,365 Plus,3824,2059,3713,3942,11,11,0,0
2/11/2018 15:00,2/11/2018 15:00,736,0066 Anderson & 2nd,0174 1st & Ontario,365 Day Founding Standard,2924,633,4019,4174,8,11,0,0
2/11/2018 15:00,2/11/2018 15:00,640,0218 Carrall & Seawall,0084 Sunset Beach West,365 Day Founding Plus,3930,1270,3882,4067,12,10,0,0
2/11/2018 15:00,2/11/2018 15:00,1057,0176 10th & Ontario,0064 Expo & Smithe,365 Day Founding Plus,2432,509,3647,3832,8,12,0,0
2/11/2018 15:00,2/11/2018 15:00,127,0011 Ontario & Seawall,0011 Ontario & Seawall,24 Hour,5386,1851,3840,4184,8,11,0,0
2/11/2018 15:00,2/11/2018 15:00,550,0014 Canada Place,0014 Canada Place,24 Hour,0,16,3694,3764,8,7,0,0
2/11/2018 15:00,2/11/2018 15:00,500,0066 Anderson & 2nd,0204 York & Yew,Archived Monthly Standard,1696,472,3908,4077,8,10,0,0
2/11/2018 15:00,2/11/2018 15:00,458,0218 Carrall & Seawall,0218 Carrall & Seawall,24 Hour,5266,1646,3689,3790,12,11,0,0
2/11/2018 15:00,2/11/2018 16:00,550,0014 Canada Place,0014 Canada Place,24 Hour,9619,4907,3677,3914,8,9,0,0
2/11/2018 15:00,2/11/2018 15:00,791,0102 Stanley Park - Second Beach North,0092 Chilco & Barclay,24 Hour,1023,716,4198,4322,11,8,0,0
2/11/2018 15:00,2/11/2018 15:00,568,0010 Stamp's Landing,0009 Spyglass & Seawall,24 Hour,1504,962,3852,3960,8,8,0,0
2/11/2018 15:00,2/11/2018 15:00,719,0154 Kitsilano Beach Park,0066 Anderson & 2nd,24 Hour,2744,1040,3723,3951,10,11,0,0
2/11/2018 15:00,2/11/2018 15:00,1323,0071 14th & Granville,0208 Arbutus Greenway & Broadway,Archived Monthly Standard,1486,371,3756,3887,10,12,0,0
2/11/2018 15:00,2/11/2018 15:00,1263,0083 Aquatic Centre,0028 Davie & Beach,24 Hour,1310,490,3905,4026,12,12,0,0
2/11/2018 15:00,2/11/2018 15:00,255,0015 Granville & Georgia,0138 Richards & Helmcken,365 Plus,880,217,3723,3855,13,15,0,0
2/11/2018 15:00,2/11/2018 17:00,1019,0101 Stanley Park - Vancouver Aquarium,0209 Stanley Park - Information Booth,24 Hour,10281,5213,3645,3911,8,9,0,0
2/11/2018 15:00,2/11/2018 17:00,763,0035 Coal Harbour Community Centre,0035 Coal Harbour Community Centre,24 Hour,12380,6503,3768,3972,8,8,0,0
2/11/2018 15:00,2/11/2018 15:00,560,0028 Davie & Beach,0030 Abbott & Cordova,365 Standard,5464,1150,4077,4272,14,12,0,0
2/11/2018 15:00,2/11/2018 17:00,1194,0101 Stanley Park - Vancouver Aquarium,0209 Stanley Park - Information Booth,24 Hour,10293,5128,4006,4258,8,9,0,0
2/11/2018 15:00,2/11/2018 16:00,418,0174 1st & Ontario,0154 Kitsilano Beach Park,24 Hour,6046,1720,3813,4072,8,10,0,0
2/11/2018 15:00,2/11/2018 15:00,1378,0154 Kitsilano Beach Park,0066 Anderson & 2nd,24 Hour,2852,900,3916,4098,10,9,0,0
2/11/2018 15:00,2/11/2018 18:00,1266,0152 Arbutus Greenway & 14th,0152 Arbutus Greenway & 14th,24 Hour,13393,11098,3595,3869,7,8,735,2
2/11/2018 15:00,2/11/2018 15:00,70,0066 Anderson & 2nd,0155 Arbutus & McNicoll,24 Hour,2750,1114,3516,3760,9,9,0,0
2/11/2018 15:00,2/11/2018 15:00,1222,0052 Cambie & Water,0035 Coal Harbour Community Centre,24 Hour,2088,692,3980,4121,8,11,0,0
2/11/2018 15:00,2/11/2018 16:00,1215,0174 1st & Ontario,0154 Kitsilano Beach Park,24 Hour,5995,1689,3813,4103,9,9,0,0
2/11/2018 15:00,2/11/2018 15:00,785,0052 Cambie & Water,0035 Coal Harbour Community Centre,24 Hour,2062,674,3610,3798,7,9,0,0
2/11/2018 15:00,2/11/2018 15:00,190,0010 Stamp's Landing,0066 Anderson & 2nd,365 Day Founding Plus,1917,655,3845,4019,8,10,0,0
2/11/2018 15:00,2/11/2018 15:00,925,0152 Arbutus Greenway & 14th,0152 Arbutus Greenway & 14th,24 Hour,0,16,3752,3800,7,6,0,0
2/11/2018 15:00,2/11/2018 15:00,773,0010 Stamp's Landing,0066 Anderson & 2nd,Archived Monthly Standard,1884,648,3829,4088,9,10,0,0
2/11/2018 15:00,2/11/2018 15:00,424,0089 Burrard & Drake,0201 Shaw Tower,365 Standard,1937,622,3884,4034,16,12,0,0
2/11/2018 15:00,2/11/2018 17:00,692,0035 Coal Harbour Community Centre,0035 Coal Harbour Community Centre,24 Hour,12094,6355,3761,4022,3,6,0,0
2/11/2018 15:00,2/11/2018 15:00,675,0048 Comox & Broughton,0032 Comox & Denman,365 Day Founding Standard,1480,715,3827,3934,7,9,211,1
2/11/2018 15:00,2/11/2018 18:00,580,0152 Arbutus Greenway & 14th,0152 Arbutus Greenway & 14th,24 Hour,13495,10910,3660,3935,8,7,4515,2
2/11/2018 15:00,2/11/2018 15:00,1048,0063 Robson & Granville,0026 Beatty & Robson,365 Standard,679,279,3908,4030,9,8,0,0
2/11/2018 15:00,2/11/2018 16:00,653,0027 Beatty & Nelson,0033 Robson & Denman,24 Hour,3220,1413,3750,3905,9,7,0,0
2/11/2018 15:00,2/11/2018 15:00,229,0187 Bute & Davie,0032 Comox & Denman,365 Day Founding Standard,1018,319,3718,3818,14,15,0,0
2/11/2018 15:00,2/11/2018 15:00,1406,0138 Richards & Helmcken,0201 Shaw Tower,365 Plus,2086,560,3827,3977,11,12,0,0
2/11/2018 15:00,2/11/2018 16:00,1296,0009 Spyglass & Seawall,0011 Ontario & Seawall,24 Hour,1010,1170,3998,4114,10,8,0,0
2/11/2018 15:00,2/11/2018 16:00,331,0009 Spyglass & Seawall,0011 Ontario & Seawall,24 Hour,967,1170,3785,3887,10,7,0,0
2/11/2018 15:00,2/11/2018 16:00,1144,0009 Spyglass & Seawall,0011 Ontario & Seawall,24 Hour,982,1098,3698,3793,10,9,0,0
2/11/2018 15:00,2/11/2018 16:00,850,0009 Spyglass & Seawall,0011 Ontario & Seawall,24 Hour,965,1145,3695,3861,10,8,0,0
2/11/2018 15:00,2/11/2018 16:00,459,0009 Spyglass & Seawall,0011 Ontario & Seawall,24 Hour,957,1070,3839,3956,9,8,0,0
2/11/2018 15:00,2/11/2018 15:00,682,0044 Richards & Beach,0083 Aquatic Centre,365 Day Founding Plus,1133,405,3540,3673,10,10,0,0
2/11/2018 15:00,2/11/2018 16:00,413,0026 Beatty & Robson,0197 1st & Main,24 Hour,2401,940,3872,4001,10,11,0,0
2/11/2018 15:00,2/11/2018 16:00,1251,0009 Spyglass & Seawall,0011 Ontario & Seawall,24 Hour,982,1062,3919,4016,10,9,0,0
2/11/2018 15:00,2/11/2018 16:00,435,0102 Stanley Park - Second Beach North,0209 Stanley Park - Information Booth,24 Hour,3859,1351,3950,4096,10,11,0,0
2/11/2018 15:00,2/11/2018 16:00,1529,0159 Vine & 4th,0130 Heather & 16th,24 Hour,4059,1119,3534,3686,14,13,0,0
2/11/2018 15:00,2/11/2018 15:00,329,0041 Cardero & Robson,0035 Coal Harbour Community Centre,365 Standard,2166,756,3813,3930,9,11,0,0
2/11/2018 15:00,2/11/2018 16:00,1047,0012 Dunsmuir & Richards,0035 Coal Harbour Community Centre,24 Hour,2319,1615,3568,3732,7,6,0,0
2/11/2018 15:00,2/11/2018 15:00,728,0208 Arbutus Greenway & Broadway,0153 Arbutus Greenway & Fir,Archived Monthly Standard,1098,249,3924,4040,11,13,0,0
2/11/2018 15:00,2/11/2018 15:00,691,0068 Cypress & Broadway,0204 York & Yew,Archived Monthly Standard,2023,495,3671,3813,17,15,0,0
2/11/2018 15:00,2/11/2018 15:00,1330,0010 Stamp's Landing,0173 Columbia & 2nd,365 Day Founding Standard,1061,310,3723,3874,8,10,0,0
2/11/2018 15:00,2/11/2018 16:00,174,0073 Ontario & 5th,0066 Anderson & 2nd,24 Hour,3949,1090,3781,3979,10,11,0,0
2/11/2018 15:00,2/11/2018 17:00,369,0201 Shaw Tower,0028 Davie & Beach,24 Hour,11667,5519,3847,4272,8,13,0,0
2/11/2018 15:00,2/11/2018 17:00,1523,0201 Shaw Tower,0028 Davie & Beach,365 Standard,11747,5512,3916,4240,7,10,0,0
2/11/2018 15:00,2/11/2018 16:00,818,0060 Bidwell & Burnaby,0011 Ontario & Seawall,24 Hour,5631,1500,3542,3647,9,9,0,0
2/11/2018 15:00,2/11/2018 16:00,1064,0060 Bidwell & Burnaby,0011 Ontario & Seawall,Archived Monthly Plus,5627,1477,3940,4274,9,9,0,0
2/11/2018 15:00,2/11/2018 16:00,696,0024 Hornby & Pender,0196 Drake & Hornby,365 Standard,1417,548,3818,3951,9,11,0,0
2/11/2018 15:00,2/11/2018 16:00,1497,0047 Chilco & Beach,0148 Quebec & Milross,365 Corporate Plus,5356,1433,4076,4272,9,11,0,0
2/11/2018 15:00,2/11/2018 16:00,433,0047 Chilco & Beach,0017 Marinaside & Davie,365 Plus,3822,758,3723,3882,9,13,0,0
2/11/2018 15:00,2/11/2018 16:00,1063,0047 Chilco & Beach,0017 Marinaside & Davie,365 Standard,3994,1244,4016,4214,10,10,0,0
2/11/2018 15:00,2/11/2018 17:00,282,0032 Comox & Denman,0102 Stanley Park - Second Beach North,365 Plus,10042,7212,3698,3877,8,8,0,0
2/11/2018 15:00,2/11/2018 16:00,1028,0009 Spyglass & Seawall,0011 Ontario & Seawall,24 Hour,1021,617,3808,3840,9,8,0,0
2/11/2018 15:00,2/11/2018 16:00,649,0066 Anderson & 2nd,0057 Marinaside & Cooperage,24 Hour,5115,1616,4150,4354,9,8,0,0
2/11/2018 15:00,2/11/2018 16:00,493,0066 Anderson & 2nd,0057 Marinaside & Cooperage,24 Hour,5096,1605,3947,4146,9,9,0,0
2/11/2018 15:00,2/11/2018 16:00,70,0155 Arbutus & McNicoll,0079 Nelson & Richards,24 Hour,2789,1127,3647,3787,9,10,0,0
2/11/2018 15:00,2/11/2018 16:00,318,0198 6th & Main,0601 Olympic Village Station,24 Hour,4206,2293,3708,3906,8,10,0,0
2/11/2018 15:00,2/11/2018 16:00,439,0036 Bute & Robson,0093 Chilco & Robson,24 Hour,1357,1048,3482,3595,12,10,0,0
2/11/2018 15:00,2/11/2018 16:00,199,0004 Yaletown-Roundhouse Station,0019 Robson & Hornby,365 Plus,1349,480,4072,4177,8,9,13,1
2/11/2018 15:00,2/11/2018 16:00,715,0036 Bute & Robson,0093 Chilco & Robson,24 Hour,1351,1000,3705,3863,13,10,0,0
2/11/2018 15:00,2/11/2018 16:00,1219,0036 Bute & Robson,0093 Chilco & Robson,24 Hour,1394,987,3993,4093,11,9,0,0
2/11/2018 15:00,2/11/2018 16:00,367,0088 Harwood & Bute,0076 Cypress & 4th,Archived Monthly Standard,2209,539,3753,3892,7,10,0,0
2/11/2018 15:00,2/11/2018 16:00,1098,0036 Bute & Robson,0093 Chilco & Robson,24 Hour,1382,937,3682,3802,11,10,0,0
2/11/2018 15:00,2/11/2018 16:00,770,0037 Hornby & Nelson,0063 Robson & Granville,365 Day Founding Plus,510,291,3913,3966,8,8,0,0
2/11/2018 15:00,2/11/2018 16:00,729,0017 Marinaside & Davie,0083 Aquatic Centre,365 Day Founding Plus,2293,596,3910,4043,17,15,0,0
2/11/2018 15:00,2/11/2018 17:00,999,0014 Canada Place,0084 Sunset Beach West,24 Hour,13005,4017,3985,4287,11,11,0,0
2/11/2018 15:00,2/11/2018 16:00,1370,0035 Coal Harbour Community Centre,0024 Hornby & Pender,365 Standard,1545,478,4055,4200,10,11,0,0
2/11/2018 15:00,2/11/2018 16:00,75,0014 Canada Place,0035 Coal Harbour Community Centre,24 Hour,1396,602,3826,3951,12,12,0,0
2/11/2018 15:00,2/11/2018 16:00,956,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,24 Hour,2209,1352,3942,4043,13,12,0,0
2/11/2018 16:00,2/11/2018 16:00,849,0078 Nelson & Mainland,0167 Cordova & Columbia,365 Day Founding Plus,2791,2783,3619,3737,9,10,1655,1
2/11/2018 16:00,2/11/2018 16:00,500,0204 York & Yew,0010 Stamp's Landing,365 Plus,4819,2895,3934,4045,7,7,0,0
2/11/2018 16:00,2/11/2018 16:00,1033,0108 Cypress & 1st,0066 Anderson & 2nd,Archived Monthly Plus,3485,1056,3724,3913,14,12,0,0
2/11/2018 16:00,2/11/2018 16:00,1296,0011 Ontario & Seawall,0066 Anderson & 2nd,24 Hour,3379,1685,4029,4209,9,9,0,0
2/11/2018 16:00,2/11/2018 16:00,331,0011 Ontario & Seawall,0066 Anderson & 2nd,24 Hour,3399,1683,3769,3930,9,8,0,0
2/11/2018 16:00,2/11/2018 16:00,1144,0011 Ontario & Seawall,0066 Anderson & 2nd,24 Hour,3383,1679,3698,3827,9,9,0,0
2/11/2018 16:00,2/11/2018 16:00,405,0011 Ontario & Seawall,0066 Anderson & 2nd,24 Hour,3442,1648,4008,4132,9,10,0,0
2/11/2018 16:00,2/11/2018 16:00,459,0011 Ontario & Seawall,0066 Anderson & 2nd,24 Hour,3395,1620,3852,4005,8,9,0,0
2/11/2018 16:00,2/11/2018 16:00,1222,0035 Coal Harbour Community Centre,0104 Stanley Park - Second Beach South,24 Hour,2609,792,4022,4204,12,12,0,0
2/11/2018 16:00,2/11/2018 16:00,785,0035 Coal Harbour Community Centre,0104 Stanley Park - Second Beach South,24 Hour,2572,763,3700,3834,8,10,0,0
2/11/2018 16:00,2/11/2018 16:00,1251,0011 Ontario & Seawall,0066 Anderson & 2nd,24 Hour,3369,1542,3913,4067,9,10,0,0
2/11/2018 16:00,2/11/2018 16:00,753,0035 Coal Harbour Community Centre,0031 Morton & Denman,24 Hour,8839,3295,4088,4300,11,9,0,0
2/11/2018 16:00,2/11/2018 16:00,575,0057 Marinaside & Cooperage,0083 Aquatic Centre,365 Standard,2705,708,4008,4188,10,12,0,0
2/11/2018 16:00,2/11/2018 16:00,850,0011 Ontario & Seawall,0011 Ontario & Seawall,24 Hour,2284,1071,3755,3929,8,10,0,0
2/11/2018 16:00,2/11/2018 16:00,876,0196 Drake & Hornby,0083 Aquatic Centre,365 Standard,1149,526,3964,4067,8,9,0,0
