Departure,Return,Bike,Departure station,Return station,Formula,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (°C),Return temperature (°C),Stopover duration (sec.),Number of stopovers
1/16/2018 8:00,1/16/2018 8:00,1199,0206 8th & Scotia,0001 10th & Cambie,365 Corporate Plus,1139,361,3602,3686,10,12,0,0
1/16/2018 8:00,1/16/2018 8:00,1048,0092 Chilco & Barclay,0093 Chilco & Robson,365 Corporate Plus,234,77,4035,4137,11,9,0,0
1/16/2018 8:00,1/16/2018 8:00,209,0088 Harwood & Bute,0012 Dunsmuir & Richards,365 Corporate Plus,2209,685,3903,4072,11,12,0,0
1/16/2018 8:00,1/16/2018 8:00,1397,0010 Stamp's Landing,0107 8th & Ontario,365 Plus,1680,489,3974,4114,11,13,0,0
1/16/2018 8:00,1/16/2018 8:00,861,0035 Coal Harbour Community Centre,0105 Stanley Park - Totem Poles,365 Standard,2705,806,3827,4008,11,13,0,0
1/16/2018 8:00,1/16/2018 8:00,93,0196 Drake & Hornby,0099 Vancouver Art Gallery - North Plaza,365 Plus,996,374,3602,3694,11,12,0,0
1/16/2018 8:00,1/16/2018 8:00,1418,0089 Burrard & Drake,0015 Granville & Georgia,365 Day Founding Plus,1995,664,3719,3840,11,14,84,1
1/16/2018 7:00,1/16/2018 8:00,1160,0041 Cardero & Robson,0201 Shaw Tower,365 Plus,1221,417,3964,4105,11,13,0,0
1/16/2018 7:00,1/16/2018 8:00,1079,0004 Yaletown-Roundhouse Station,0024 Hornby & Pender,365 Day Founding Standard,1876,518,3924,4088,11,13,0,0
1/16/2018 7:00,1/16/2018 8:00,268,0041 Cardero & Robson,0024 Hornby & Pender,Archived Monthly Plus,1472,544,3974,4163,10,10,0,0
1/16/2018 7:00,1/16/2018 7:00,1366,0004 Yaletown-Roundhouse Station,0004 Yaletown-Roundhouse Station,365 Day Founding Standard,32,45,3876,3963,11,11,0,0
1/16/2018 7:00,1/16/2018 8:00,495,0174 1st & Ontario,0081 7th & Heather,Archived Monthly Standard,1400,395,3864,3989,11,13,0,0
1/16/2018 7:00,1/16/2018 8:00,940,0083 Aquatic Centre,0083 Aquatic Centre,365 Day Founding Plus,4704,2451,3823,4055,10,12,0,0
1/16/2018 7:00,1/16/2018 7:00,638,0015 Granville & Georgia,0026 Beatty & Robson,365 Corporate Standard,798,194,3974,4072,11,13,0,0
1/16/2018 7:00,1/16/2018 7:00,987,0005 Dunsmuir & Beatty,0027 Beatty & Nelson,365 Day Founding Standard,706,195,3814,3881,9,12,0,0
1/16/2018 7:00,1/16/2018 7:00,284,0196 Drake & Hornby,0030 Abbott & Cordova,365 Standard,2452,728,3639,3798,11,13,0,0
1/16/2018 7:00,1/16/2018 8:00,464,0109 7th & Arbutus,0052 Cambie & Water,365 Day Founding Plus,4872,1327,3784,3934,10,14,0,0
1/16/2018 7:00,1/16/2018 7:00,266,0063 Robson & Granville,0039 Helmcken & Burrard,365 Day Founding Standard,773,338,3710,3834,12,12,0,0
1/16/2018 7:00,1/16/2018 7:00,830,0089 Burrard & Drake,0066 Anderson & 2nd,365 Day Founding Standard,2205,625,3653,3803,11,13,0,0
1/16/2018 7:00,1/16/2018 7:00,1201,0204 York & Yew,0024 Hornby & Pender,Archived Monthly Plus,3679,874,3645,3823,10,12,0,0
1/16/2018 7:00,1/16/2018 7:00,489,0009 Spyglass & Seawall,0011 Ontario & Seawall,365 Standard,961,297,3795,3922,12,13,0,0
1/16/2018 7:00,1/16/2018 7:00,973,0187 Bute & Davie,0030 Abbott & Cordova,Archived Monthly Standard,4823,1468,3673,3819,10,13,0,0
1/16/2018 7:00,1/16/2018 7:00,483,0196 Drake & Hornby,0088 Harwood & Bute,365 Standard,600,184,3671,3776,11,13,0,0
1/16/2018 7:00,1/16/2018 7:00,1028,0088 Harwood & Bute,0171 5th & Yukon,90 Day,4137,1276,3874,4024,10,12,0,0
1/16/2018 7:00,1/16/2018 7:00,1543,0109 7th & Arbutus,0108 Cypress & 1st,365 Day Founding Plus,873,255,4032,4150,11,11,0,0
1/16/2018 7:00,1/16/2018 7:00,504,0196 Drake & Hornby,0167 Cordova & Columbia,365 Standard,2854,759,3697,3835,11,14,0,0
1/16/2018 7:00,1/16/2018 7:00,1465,0159 Vine & 4th,0066 Anderson & 2nd,90 Day,1813,755,3634,3750,11,13,0,0
1/16/2018 7:00,1/16/2018 7:00,976,0036 Bute & Robson,0002 Burrard Station,365 Day Founding Plus,833,199,3723,3793,12,11,0,0
1/16/2018 7:00,1/16/2018 7:00,286,0212 Union & Gore,0037 Hornby & Nelson,365 Standard,2650,723,3889,4155,11,13,0,0
1/16/2018 7:00,1/16/2018 7:00,1036,0211 14th & Alder,0106 Heather & 14th,365 Standard,900,225,3945,4043,10,12,0,0
1/16/2018 6:00,1/16/2018 7:00,540,0087 Broughton & Burnaby,0073 Ontario & 5th,365 Day Founding Standard,4376,731,3753,3926,11,14,0,0
1/16/2018 6:00,1/16/2018 7:00,57,0196 Drake & Hornby,0064 Expo & Smithe,365 Day Founding Plus,1523,553,3974,4106,12,12,0,0
1/16/2018 6:00,1/16/2018 6:00,272,0187 Bute & Davie,0036 Bute & Robson,365 Day Founding Standard,622,236,3826,3951,11,12,0,0
1/16/2018 6:00,1/16/2018 7:00,1382,0159 Vine & 4th,0211 14th & Alder,365 Standard,3032,825,3737,3932,11,13,0,0
1/16/2018 6:00,1/16/2018 6:00,763,0050 Bute & Comox,0024 Hornby & Pender,365 Day Founding Standard,1521,322,3718,3800,11,13,0,0
1/16/2018 6:00,1/16/2018 6:00,369,0048 Comox & Broughton,0064 Expo & Smithe,365 Day Founding Plus,2189,422,3853,4018,12,15,0,0
1/16/2018 6:00,1/16/2018 6:00,919,0048 Comox & Broughton,0019 Robson & Hornby,365 Standard,1290,368,3647,3800,12,13,0,0
1/16/2018 6:00,1/16/2018 6:00,70,0187 Bute & Davie,0002 Burrard Station,Archived Monthly Plus,1270,472,3871,3982,12,11,0,0
1/16/2018 6:00,1/16/2018 6:00,1241,0008 8th & Ash,0030 Abbott & Cordova,365 Standard,2574,577,3908,4095,11,14,0,0
1/16/2018 6:00,1/16/2018 6:00,146,0088 Harwood & Bute,0196 Drake & Hornby,365 Standard,604,170,3997,4053,12,13,0,0
1/16/2018 6:00,1/16/2018 6:00,1151,0001 10th & Cambie,0112 10th & Oak,365 Day Founding Standard,1059,321,3823,3926,10,12,0,0
1/16/2018 6:00,1/16/2018 6:00,431,0039 Helmcken & Burrard,0204 York & Yew,Archived Monthly Standard,2454,530,3943,4106,12,15,0,0
1/16/2018 5:00,1/16/2018 6:00,541,0082 Richards & Davie,0028 Davie & Beach,Archived Monthly Standard,1929,429,4019,4171,12,15,0,0
1/16/2018 3:00,1/16/2018 3:00,1273,0196 Drake & Hornby,0060 Bidwell & Burnaby,365 Standard,1408,284,3903,4038,12,15,0,0
1/16/2018 3:00,1/16/2018 3:00,1186,0196 Drake & Hornby,0060 Bidwell & Burnaby,365 Standard,1394,292,3903,4024,12,15,0,0
1/16/2018 1:00,1/16/2018 1:00,1253,0012 Dunsmuir & Richards,0197 1st & Main,365 Standard,2146,513,3969,4145,11,14,0,0
1/16/2018 1:00,1/16/2018 1:00,286,0036 Bute & Robson,0212 Union & Gore,Archived Monthly Standard,2952,836,3861,4121,11,13,0,0
1/16/2018 1:00,1/16/2018 1:00,269,0159 Vine & 4th,0071 14th & Granville,Archived Monthly Standard,2452,725,3768,3914,11,12,0,0
1/16/2018 1:00,1/16/2018 1:00,269,0159 Vine & 4th,0159 Vine & 4th,Archived Monthly Standard,0,20,3715,3848,10,9,0,0
1/16/2018 1:00,1/16/2018 1:00,718,0037 Hornby & Nelson,0138 Richards & Helmcken,365 Standard,626,200,3889,3987,12,14,0,0
1/16/2018 0:00,1/16/2018 1:00,1071,0037 Hornby & Nelson,0138 Richards & Helmcken,365 Standard,559,178,3866,3961,11,12,0,0
1/16/2018 0:00,1/16/2018 0:00,1174,0093 Chilco & Robson,0032 Comox & Denman,365 Corporate Standard,780,258,3710,3808,10,9,0,0
1/16/2018 0:00,1/16/2018 0:00,1442,0039 Helmcken & Burrard,0159 Vine & 4th,365 Standard,3001,718,3739,3887,11,13,0,0
1/16/2018 0:00,1/16/2018 0:00,1071,0138 Richards & Helmcken,0037 Hornby & Nelson,365 Standard,637,284,3871,3956,11,12,0,0
1/16/2018 0:00,1/16/2018 0:00,81,0076 Cypress & 4th,0005 Dunsmuir & Beatty,365 Plus,4065,1308,3864,4013,10,13,0,0
1/16/2018 0:00,1/16/2018 0:00,1236,0064 Expo & Smithe,0044 Richards & Beach,365 Plus,1163,489,3769,3881,11,12,0,0
1/16/2018 0:00,1/16/2018 0:00,1053,0187 Bute & Davie,0060 Bidwell & Burnaby,365 Standard,902,154,3715,3835,11,13,0,0
1/15/2018 23:00,1/15/2018 23:00,517,0063 Robson & Granville,0005 Dunsmuir & Beatty,365 Day Founding Plus,1047,310,3831,3960,11,11,0,0
1/15/2018 23:00,1/15/2018 23:00,868,0025 Homer & Robson,0096 Nicola & Robson,Archived Monthly Standard,1639,421,4109,4224,11,13,0,0
1/15/2018 22:00,1/15/2018 22:00,732,0187 Bute & Davie,0187 Bute & Davie,365 Day Founding Plus,0,18,3847,3939,11,9,0,0
1/15/2018 22:00,1/15/2018 22:00,868,0196 Drake & Hornby,0025 Homer & Robson,Archived Monthly Standard,1349,478,4079,4208,11,13,0,0
1/15/2018 22:00,1/15/2018 22:00,688,0060 Bidwell & Burnaby,0092 Chilco & Barclay,365 Plus,961,283,3990,4114,11,12,0,0
1/15/2018 22:00,1/15/2018 22:00,469,0092 Chilco & Barclay,0033 Robson & Denman,365 Day Founding Standard,592,176,3958,4032,10,12,0,0
1/15/2018 22:00,1/15/2018 22:00,286,0125 Hamilton & Robson,0036 Bute & Robson,365 Plus,1294,480,3842,4029,11,13,0,0
1/15/2018 22:00,1/15/2018 22:00,736,0011 Ontario & Seawall,0017 Marinaside & Davie,365 Day Founding Standard,1852,403,3718,3831,10,12,0,0
1/15/2018 22:00,1/15/2018 22:00,1174,0032 Comox & Denman,0093 Chilco & Robson,365 Corporate Standard,782,235,3724,3826,10,10,0,0
1/15/2018 22:00,1/15/2018 22:00,688,0138 Richards & Helmcken,0060 Bidwell & Burnaby,365 Plus,2025,659,3950,4109,11,14,0,0
1/15/2018 22:00,1/15/2018 22:00,207,0036 Bute & Robson,0088 Harwood & Bute,365 Standard,894,231,3882,3985,11,12,0,0
1/15/2018 22:00,1/15/2018 22:00,813,0012 Dunsmuir & Richards,0601 Olympic Village Station,365 Standard,2211,486,3655,3845,10,13,0,0
1/15/2018 22:00,1/15/2018 22:00,868,0036 Bute & Robson,0196 Drake & Hornby,Archived Monthly Standard,1617,731,4042,4180,11,13,0,0
1/15/2018 22:00,1/15/2018 22:00,177,0129 Richards & Robson,0082 Richards & Davie,365 Standard,673,165,3795,3881,11,12,0,0
1/15/2018 22:00,1/15/2018 22:00,75,0063 Robson & Granville,0033 Robson & Denman,90 Day,1562,742,3632,3747,11,13,0,0
1/15/2018 22:00,1/15/2018 22:00,1249,0078 Nelson & Mainland,0071 14th & Granville,365 Standard,3963,1238,3887,4053,10,13,0,0
1/15/2018 21:00,1/15/2018 22:00,763,0002 Burrard Station,0050 Bute & Comox,365 Day Founding Standard,1076,350,3723,3800,10,12,0,0
1/15/2018 21:00,1/15/2018 22:00,940,0083 Aquatic Centre,0083 Aquatic Centre,365 Day Founding Plus,3600,1560,3711,3989,9,12,0,0
1/15/2018 21:00,1/15/2018 21:00,157,0115 Cypress & 16th,0068 Cypress & Broadway,365 Standard,669,162,3887,3974,8,11,0,0
1/15/2018 21:00,1/15/2018 21:00,766,0099 Vancouver Art Gallery - North Plaza,0036 Bute & Robson,365 Plus,728,280,3613,3789,10,12,0,0
1/15/2018 21:00,1/15/2018 21:00,334,0196 Drake & Hornby,0196 Drake & Hornby,365 Day Founding Plus,0,17,3692,3773,11,10,0,0
1/15/2018 21:00,1/15/2018 21:00,1309,0001 10th & Cambie,0112 10th & Oak,365 Corporate Plus,914,372,3784,3893,10,11,0,0
1/15/2018 21:00,1/15/2018 21:00,408,0037 Hornby & Nelson,0088 Harwood & Bute,Archived Monthly Standard,1104,343,3582,3718,11,11,0,0
1/15/2018 21:00,1/15/2018 21:00,1524,0017 Marinaside & Davie,0092 Chilco & Barclay,365 Standard,4214,1045,3890,4077,10,12,0,0
1/15/2018 21:00,1/15/2018 21:00,1017,0077 Vanier Park,0204 York & Yew,365 Day Founding Standard,1457,437,3805,3997,7,9,0,0
1/15/2018 21:00,1/15/2018 21:00,838,0197 1st & Main,0601 Olympic Village Station,365 Standard,1396,522,3887,3979,9,11,126,1
1/15/2018 21:00,1/15/2018 21:00,1156,0057 Marinaside & Cooperage,0082 Richards & Davie,365 Day Founding Plus,955,341,4045,4156,10,11,0,0
1/15/2018 21:00,1/15/2018 21:00,1249,0154 Kitsilano Beach Park,0078 Nelson & Mainland,Archived Monthly Plus,3565,892,3660,3995,8,12,0,0
1/15/2018 21:00,1/15/2018 21:00,1379,0037 Hornby & Nelson,0030 Abbott & Cordova,365 Standard,1880,535,3900,4067,11,13,0,0
1/15/2018 21:00,1/15/2018 21:00,576,0082 Richards & Davie,0063 Robson & Granville,365 Day Founding Standard,863,358,3937,4040,11,11,0,0
1/15/2018 21:00,1/15/2018 21:00,33,0036 Bute & Robson,0050 Bute & Comox,Archived Monthly Plus,402,193,3490,3640,11,11,0,0
1/15/2018 21:00,1/15/2018 21:00,655,0088 Harwood & Bute,0060 Bidwell & Burnaby,365 Standard,814,231,3790,3879,10,11,0,0
1/15/2018 21:00,1/15/2018 21:00,46,0187 Bute & Davie,0060 Bidwell & Burnaby,365 Standard,898,228,3789,3866,12,13,0,0
1/15/2018 21:00,1/15/2018 21:00,1138,0060 Bidwell & Burnaby,0187 Bute & Davie,365 Standard,908,245,3892,4047,9,10,0,0
1/15/2018 21:00,1/15/2018 21:00,1096,0060 Bidwell & Burnaby,0187 Bute & Davie,365 Standard,904,253,3864,4069,9,11,0,0
1/15/2018 21:00,1/15/2018 21:00,732,0060 Bidwell & Burnaby,0187 Bute & Davie,365 Standard,908,265,3831,3977,9,10,0,0
1/15/2018 21:00,1/15/2018 22:00,1236,0064 Expo & Smithe,0064 Expo & Smithe,365 Day Founding Plus,3105,3195,3763,3874,11,13,2086,2
1/15/2018 21:00,1/15/2018 21:00,671,0101 Stanley Park - Vancouver Aquarium,0073 Ontario & 5th,365 Standard,6279,1701,3787,4042,9,12,0,0
1/15/2018 21:00,1/15/2018 21:00,671,0101 Stanley Park - Vancouver Aquarium,0101 Stanley Park - Vancouver Aquarium,365 Standard,0,16,3826,3897,8,8,0,0
1/15/2018 21:00,1/15/2018 21:00,1422,0053 Keefer & Abbott,0167 Cordova & Columbia,365 Corporate Plus,816,303,3963,4080,10,10,0,0
1/15/2018 21:00,1/15/2018 21:00,1236,0064 Expo & Smithe,0064 Expo & Smithe,365 Day Founding Plus,0,78,3779,3818,11,10,0,0
1/15/2018 21:00,1/15/2018 21:00,688,0092 Chilco & Barclay,0138 Richards & Helmcken,365 Plus,2564,808,3895,4072,9,10,0,0
1/15/2018 21:00,1/15/2018 21:00,568,0011 Ontario & Seawall,0218 Carrall & Seawall,Archived Monthly Standard,865,304,3723,3839,9,10,0,0
1/15/2018 21:00,1/15/2018 21:00,1464,0019 Robson & Hornby,0033 Robson & Denman,Archived Monthly Standard,1382,377,3855,3990,11,13,0,0
1/15/2018 21:00,1/15/2018 21:00,484,0019 Robson & Hornby,0174 1st & Ontario,Archived Monthly Plus,3050,819,4001,4158,11,13,0,0
1/15/2018 21:00,1/15/2018 21:00,46,0167 Cordova & Columbia,0187 Bute & Davie,365 Standard,3234,1121,3702,3874,10,12,0,0
1/15/2018 21:00,1/15/2018 21:00,490,0064 Expo & Smithe,0601 Olympic Village Station,365 Day Founding Plus,1249,363,3853,4047,11,13,0,0
1/15/2018 21:00,1/15/2018 21:00,794,0057 Marinaside & Cooperage,0037 Hornby & Nelson,365 Day Founding Plus,2025,871,3942,4087,10,11,0,0
1/15/2018 21:00,1/15/2018 21:00,376,0112 10th & Oak,0001 10th & Cambie,365 Corporate Plus,922,326,3787,3908,10,10,0,0
1/15/2018 21:00,1/15/2018 21:00,429,0047 Chilco & Beach,0088 Harwood & Bute,365 Corporate Plus,1607,504,3826,3982,9,10,0,0
1/15/2018 21:00,1/15/2018 21:00,258,0066 Anderson & 2nd,0011 Ontario & Seawall,365 Day Founding Plus,2948,828,3652,3800,10,12,0,0
1/15/2018 21:00,1/15/2018 21:00,1496,0012 Dunsmuir & Richards,0198 6th & Main,365 Plus,3404,864,3913,4113,11,12,0,0
1/15/2018 21:00,1/15/2018 21:00,1496,0012 Dunsmuir & Richards,0012 Dunsmuir & Richards,365 Plus,0,17,3929,4013,10,10,0,0
1/15/2018 20:00,1/15/2018 21:00,766,0036 Bute & Robson,0099 Vancouver Art Gallery - North Plaza,365 Plus,733,184,3719,3808,10,11,0,0
1/15/2018 20:00,1/15/2018 21:00,369,0002 Burrard Station,0048 Comox & Broughton,365 Standard,1386,443,3837,3990,11,13,0,0
1/15/2018 20:00,1/15/2018 21:00,1512,0032 Comox & Denman,0033 Robson & Denman,365 Corporate Plus,518,225,3735,3823,10,11,0,0
1/15/2018 20:00,1/15/2018 21:00,1452,0053 Keefer & Abbott,0198 6th & Main,365 Standard,2623,686,4037,4196,11,13,0,0
1/15/2018 20:00,1/15/2018 21:00,597,0024 Hornby & Pender,0108 Cypress & 1st,365 Day Founding Plus,3167,1010,3932,4087,10,13,0,0
1/15/2018 20:00,1/15/2018 21:00,931,0024 Hornby & Pender,0108 Cypress & 1st,365 Day Founding Plus,3148,1021,3592,3790,10,11,0,0
1/15/2018 20:00,1/15/2018 20:00,189,0012 Dunsmuir & Richards,0032 Comox & Denman,365 Day Founding Standard,2666,603,3726,3879,9,12,0,0
1/15/2018 20:00,1/15/2018 20:00,469,0060 Bidwell & Burnaby,0092 Chilco & Barclay,365 Day Founding Standard,1478,346,3932,4050,9,11,0,0
1/15/2018 20:00,1/15/2018 21:00,583,0012 Dunsmuir & Richards,0028 Davie & Beach,365 Corporate Plus,3314,1126,3924,4079,11,12,0,0
1/15/2018 20:00,1/15/2018 20:00,636,0136 David Lam Park - West,0083 Aquatic Centre,365 Day Founding Plus,1570,530,3800,4014,10,11,0,0
1/15/2018 20:00,1/15/2018 20:00,1512,0033 Robson & Denman,0032 Comox & Denman,365 Corporate Plus,573,288,3731,3816,10,10,0,0
1/15/2018 20:00,1/15/2018 20:00,470,0057 Marinaside & Cooperage,0174 1st & Ontario,365 Corporate Plus,1870,457,3766,4008,10,11,0,0
1/15/2018 20:00,1/15/2018 20:00,1379,0063 Robson & Granville,0037 Hornby & Nelson,Archived Monthly Plus,479,183,3903,4013,11,12,0,0
1/15/2018 20:00,1/15/2018 21:00,1288,0064 Expo & Smithe,0064 Expo & Smithe,365 Day Founding Plus,2677,2280,3903,4058,11,12,1449,1
1/15/2018 20:00,1/15/2018 20:00,1381,0070 10th & Granville,0072 14th & Cambie,365 Plus,2205,499,3665,3711,9,9,0,0
