Departure,Return,Bike,Departure station,Return station,Formula,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (°C),Return temperature (°C),Stopover duration (sec.),Number of stopovers
1/23/2018 16:00,1/23/2018 16:00,485,0005 Dunsmuir & Beatty,0063 Robson & Granville,365 Day Founding Plus,1415,483,3810,3921,6,8,0,0
1/23/2018 16:00,1/23/2018 16:00,224,0008 8th & Ash,0011 Ontario & Seawall,365 Day Founding Standard,1825,420,3942,4103,8,11,0,0
1/23/2018 16:00,1/23/2018 16:00,1199,0001 10th & Cambie,0132 14th & Ontario,365 Standard,998,344,3561,3655,7,8,0,0
1/23/2018 16:00,1/23/2018 16:00,1237,0011 Ontario & Seawall,0057 Marinaside & Cooperage,365 Corporate Standard,1686,382,3887,4032,8,10,0,0
1/23/2018 16:00,1/23/2018 16:00,893,0001 10th & Cambie,0208 Arbutus Greenway & Broadway,365 Corporate Plus,2926,1098,3607,3752,8,10,0,0
1/23/2018 16:00,1/23/2018 16:00,1500,0036 Bute & Robson,0083 Aquatic Centre,365 Day Founding Plus,1188,426,3784,3914,8,7,0,0
1/23/2018 16:00,1/23/2018 16:00,106,0012 Dunsmuir & Richards,0040 Cardero & Davie,365 Plus,2481,763,3934,4048,8,10,0,0
1/23/2018 16:00,1/23/2018 16:00,918,0196 Drake & Hornby,0174 1st & Ontario,365 Corporate Plus,3210,803,3866,4064,7,9,0,0
1/23/2018 16:00,1/23/2018 16:00,551,0063 Robson & Granville,0076 Cypress & 4th,365 Corporate Plus,3034,689,3939,4116,8,11,0,0
1/23/2018 16:00,1/23/2018 16:00,1279,0011 Ontario & Seawall,0066 Anderson & 2nd,365 Standard,3212,872,3816,3984,7,9,0,0
1/23/2018 16:00,1/23/2018 16:00,855,0211 14th & Alder,0159 Vine & 4th,365 Standard,3026,886,3660,3835,7,9,0,0
1/23/2018 16:00,1/23/2018 16:00,917,0017 Marinaside & Davie,0030 Abbott & Cordova,Archived Monthly Plus,1666,557,3990,4153,7,8,0,0
1/23/2018 16:00,1/23/2018 16:00,601,0004 Yaletown-Roundhouse Station,0053 Keefer & Abbott,365 Standard,1921,627,4006,4155,8,9,0,0
1/23/2018 16:00,1/23/2018 16:00,295,0024 Hornby & Pender,0079 Nelson & Richards,365 Corporate Plus,1321,437,3951,4087,8,9,0,0
1/23/2018 16:00,1/23/2018 16:00,1033,0064 Expo & Smithe,0032 Comox & Denman,365 Day Founding Plus,18,780,3490,3623,8,7,0,0
1/23/2018 16:00,1/23/2018 16:00,1103,0083 Aquatic Centre,0105 Stanley Park - Totem Poles,365 Day Founding Plus,5013,1614,3969,4198,8,9,0,0
1/23/2018 16:00,1/23/2018 16:00,939,0007 12th & Yukon,0089 Burrard & Drake,VIP,3761,930,3634,3818,7,10,0,0
1/23/2018 16:00,1/23/2018 16:00,170,0007 12th & Yukon,0089 Burrard & Drake,365 Corporate Plus,3693,1060,3568,3739,7,9,0,0
1/23/2018 16:00,1/23/2018 16:00,606,0101 Stanley Park - Vancouver Aquarium,0014 Canada Place,24 Hour,3469,1722,3718,3906,7,8,0,0
1/23/2018 16:00,1/23/2018 16:00,911,0101 Stanley Park - Vancouver Aquarium,0014 Canada Place,24 Hour,3495,1780,3871,4042,8,9,0,0
1/23/2018 16:00,1/23/2018 16:00,1146,0015 Granville & Georgia,0089 Burrard & Drake,365 Day Founding Plus,1319,293,3964,4090,8,10,0,0
1/23/2018 16:00,1/23/2018 16:00,106,0167 Cordova & Columbia,0012 Dunsmuir & Richards,90 Day,1310,536,3932,4018,8,9,0,0
1/23/2018 16:00,1/23/2018 16:00,69,0196 Drake & Hornby,0014 Canada Place,90 Day,1788,444,3951,4047,8,10,0,0
1/23/2018 16:00,1/23/2018 16:00,601,0173 Columbia & 2nd,0004 Yaletown-Roundhouse Station,Archived Monthly Plus,2830,600,3922,4117,8,11,0,0
1/23/2018 15:00,1/23/2018 16:00,674,0036 Bute & Robson,0047 Chilco & Beach,365 Day Founding Plus,1892,619,3835,3955,7,9,155,1
1/23/2018 15:00,1/23/2018 17:00,296,0601 Olympic Village Station,0037 Hornby & Nelson,VIP,7079,6628,3827,4035,7,8,599,1
1/23/2018 15:00,1/23/2018 15:00,1344,0159 Vine & 4th,0065 Cypress & Cornwall,365 Plus,1190,309,3980,4082,8,9,0,0
1/23/2018 15:00,1/23/2018 15:00,1093,0132 14th & Ontario,0001 10th & Cambie,365 Standard,1155,220,3868,4021,6,7,0,0
1/23/2018 15:00,1/23/2018 16:00,376,0209 Stanley Park - Information Booth,0014 Canada Place,24 Hour,6646,3133,3834,4058,7,8,0,0
1/23/2018 15:00,1/23/2018 16:00,1238,0209 Stanley Park - Information Booth,0014 Canada Place,24 Hour,6585,3193,4047,4248,7,7,0,0
1/23/2018 15:00,1/24/2018 8:00,436,0041 Cardero & Robson,0084 Sunset Beach West,365 Day Founding Standard,1331,569,3977,4067,7,8,0,0
1/23/2018 15:00,1/23/2018 16:00,735,0206 8th & Scotia,0092 Chilco & Barclay,365 Day Founding Plus,7134,1347,3787,4043,6,9,0,0
1/23/2018 15:00,1/23/2018 15:00,356,0064 Expo & Smithe,0030 Abbott & Cordova,365 Day Founding Plus,1102,360,4011,4105,8,9,0,0
1/23/2018 15:00,1/23/2018 15:00,1291,0140 Burrard & 7th,0039 Helmcken & Burrard,365 Corporate Standard,2462,758,3400,3569,7,8,0,0
1/23/2018 15:00,1/23/2018 15:00,140,0187 Bute & Davie,0044 Richards & Beach,365 Day Founding Plus,1349,428,3737,3839,9,10,0,0
1/23/2018 15:00,1/23/2018 15:00,1175,0064 Expo & Smithe,0063 Robson & Granville,365 Day Founding Plus,912,404,3858,3987,8,9,0,0
1/23/2018 15:00,1/23/2018 15:00,342,0009 Spyglass & Seawall,0148 Quebec & Milross,24 Hour,1860,1325,3756,3853,8,8,0,0
1/23/2018 15:00,1/23/2018 15:00,619,0009 Spyglass & Seawall,0148 Quebec & Milross,24 Hour,1884,1340,3689,3785,8,7,0,0
1/23/2018 15:00,1/23/2018 15:00,848,0032 Comox & Denman,0019 Robson & Hornby,365 Plus,3416,1132,3739,3895,7,9,0,0
1/23/2018 15:00,1/23/2018 15:00,895,0032 Comox & Denman,0047 Chilco & Beach,365 Plus,494,269,3808,3906,8,7,0,0
1/23/2018 15:00,1/23/2018 15:00,1155,0032 Comox & Denman,0047 Chilco & Beach,90 Day,477,267,3977,4038,7,7,0,0
1/23/2018 15:00,1/23/2018 15:00,69,0015 Granville & Georgia,0196 Drake & Hornby,365 Standard,1210,360,3939,4035,8,9,0,0
1/23/2018 15:00,1/23/2018 15:00,501,0159 Vine & 4th,0039 Helmcken & Burrard,Archived Monthly Standard,2987,1042,3887,4059,8,7,0,0
1/23/2018 15:00,1/23/2018 16:00,80,0073 Ontario & 5th,0073 Ontario & 5th,Archived Monthly Plus,1284,4003,3777,3793,7,10,0,0
1/23/2018 14:00,1/23/2018 15:00,810,0024 Hornby & Pender,0081 7th & Heather,365 Day Founding Standard,4469,1089,3800,4047,7,8,0,0
1/23/2018 14:00,1/23/2018 15:00,619,0066 Anderson & 2nd,0009 Spyglass & Seawall,24 Hour,2401,1004,3668,3790,7,8,0,0
1/23/2018 14:00,1/23/2018 15:00,757,0012 Dunsmuir & Richards,0026 Beatty & Robson,365 Standard,769,298,3776,3889,7,9,0,0
1/23/2018 14:00,1/23/2018 15:00,1440,0066 Anderson & 2nd,0009 Spyglass & Seawall,24 Hour,2374,291,3929,4051,7,8,0,0
1/23/2018 14:00,1/23/2018 15:00,895,0047 Chilco & Beach,0032 Comox & Denman,365 Plus,492,297,3843,3908,8,8,0,0
1/23/2018 14:00,1/23/2018 15:00,898,0047 Chilco & Beach,0032 Comox & Denman,90 Day,504,321,3674,3755,8,7,0,0
1/23/2018 14:00,1/23/2018 14:00,1151,0005 Dunsmuir & Beatty,0019 Robson & Hornby,365 Day Founding Standard,1235,285,3774,3892,7,10,0,0
1/23/2018 14:00,1/23/2018 15:00,140,0044 Richards & Beach,0187 Bute & Davie,365 Day Founding Plus,1372,604,3715,3813,8,9,0,0
1/23/2018 14:00,1/23/2018 15:00,1502,0134 14th & Main,0076 Cypress & 4th,365 Corporate Standard,4690,1410,3789,4032,7,9,0,0
1/23/2018 14:00,1/23/2018 14:00,115,0012 Dunsmuir & Richards,0081 7th & Heather,365 Standard,2764,701,3942,4111,7,9,0,0
1/23/2018 14:00,1/23/2018 14:00,1033,0063 Robson & Granville,0064 Expo & Smithe,365 Day Founding Plus,16,317,3490,3616,8,7,0,0
1/23/2018 14:00,1/23/2018 14:00,433,0167 Cordova & Columbia,0064 Expo & Smithe,Archived Monthly Plus,1670,371,3642,3850,8,10,0,0
1/23/2018 14:00,1/23/2018 14:00,734,0039 Helmcken & Burrard,0014 Canada Place,365 Day Founding Plus,1521,437,3913,4029,7,8,0,0
1/23/2018 14:00,1/23/2018 14:00,1121,0050 Bute & Comox,0125 Hamilton & Robson,365 Plus,1513,519,3926,4096,7,9,0,0
1/23/2018 14:00,1/23/2018 14:00,848,0099 Vancouver Art Gallery - North Plaza,0032 Comox & Denman,365 Plus,2209,1055,3748,3871,10,10,397,1
1/23/2018 14:00,1/23/2018 14:00,433,0174 1st & Ontario,0167 Cordova & Columbia,365 Standard,1558,426,3711,3819,7,9,0,0
1/23/2018 14:00,1/23/2018 14:00,1202,0014 Canada Place,0996 Balancer Bike Check In,365 Day Founding Plus,3855,1618,3634,3793,7,10,0,0
1/23/2018 14:00,1/23/2018 14:00,98,0032 Comox & Denman,0033 Robson & Denman,365 Day Founding Standard,1457,637,3823,3927,8,10,141,1
1/23/2018 13:00,1/23/2018 14:00,350,0196 Drake & Hornby,0201 Shaw Tower,365 Plus,1990,1626,3782,3864,7,8,740,2
1/23/2018 13:00,1/23/2018 14:00,279,0196 Drake & Hornby,0063 Robson & Granville,365 Day Founding Standard,1041,301,3976,4105,7,9,0,0
1/23/2018 13:00,1/23/2018 14:00,1303,0060 Bidwell & Burnaby,0014 Canada Place,365 Standard,3003,793,3834,4019,7,9,0,0
1/23/2018 13:00,1/23/2018 14:00,28,0099 Vancouver Art Gallery - North Plaza,0212 Union & Gore,Archived Monthly Standard,2172,1090,3665,3760,7,8,0,0
1/23/2018 13:00,1/23/2018 14:00,848,0019 Robson & Hornby,0099 Vancouver Art Gallery - North Plaza,365 Plus,4086,2245,3679,3840,8,9,920,1
1/23/2018 13:00,1/23/2018 13:00,1199,0198 6th & Main,0001 10th & Cambie,365 Plus,1202,342,3552,3640,7,9,0,0
1/23/2018 13:00,1/23/2018 13:00,81,0187 Bute & Davie,0092 Chilco & Barclay,365 Standard,1635,409,3882,4005,7,9,0,0
1/23/2018 13:00,1/23/2018 13:00,1222,0037 Hornby & Nelson,0196 Drake & Hornby,365 Day Founding Standard,557,275,3760,3866,7,8,0,0
1/23/2018 13:00,1/23/2018 13:00,1440,0123 Georgia & Thurlow,0066 Anderson & 2nd,24 Hour,875,105,3892,4043,7,8,0,0
1/23/2018 13:00,1/23/2018 13:00,619,0123 Georgia & Thurlow,0066 Anderson & 2nd,24 Hour,3393,1333,3653,3771,6,7,0,0
1/23/2018 13:00,1/23/2018 13:00,1464,0008 8th & Ash,0055 Keefer & Columbia,Archived Monthly Standard,2660,680,3890,4064,7,10,0,0
1/23/2018 13:00,1/23/2018 13:00,757,0026 Beatty & Robson,0012 Dunsmuir & Richards,365 Standard,802,317,3774,3887,7,8,0,0
1/23/2018 13:00,1/23/2018 13:00,363,0197 1st & Main,0129 Richards & Robson,365 Day Founding Standard,2820,795,3853,4042,7,8,0,0
1/23/2018 13:00,1/23/2018 13:00,408,0187 Bute & Davie,0201 Shaw Tower,365 Standard,1664,402,3621,3756,7,7,0,0
1/23/2018 13:00,1/23/2018 13:00,1238,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,5139,2135,3950,4198,6,8,0,0
1/23/2018 13:00,1/23/2018 13:00,376,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,5154,2110,3774,4003,7,9,0,0
1/23/2018 13:00,1/23/2018 13:00,262,0079 Nelson & Richards,0036 Bute & Robson,Archived Monthly Standard,2689,1395,3671,3847,7,8,0,0
1/23/2018 12:00,1/23/2018 12:00,850,0063 Robson & Granville,0196 Drake & Hornby,365 Day Founding Standard,1045,349,3787,3932,7,8,0,0
1/23/2018 12:00,1/23/2018 12:00,1062,0129 Richards & Robson,0078 Nelson & Mainland,365 Day Founding Standard,624,239,3723,3835,7,8,0,0
1/23/2018 12:00,1/23/2018 12:00,1032,0212 Union & Gore,0066 Anderson & 2nd,365 Standard,4396,1204,3868,4098,7,8,0,0
1/23/2018 12:00,1/23/2018 12:00,590,0007 12th & Yukon,0076 Cypress & 4th,365 Standard,3461,1027,3726,3871,6,8,0,0
1/23/2018 12:00,1/23/2018 12:00,1014,0208 Arbutus Greenway & Broadway,0107 8th & Ontario,365 Day Founding Standard,3804,932,3827,4018,6,9,0,0
1/23/2018 12:00,1/23/2018 12:00,1133,0011 Ontario & Seawall,0198 6th & Main,365 Plus,1072,509,3689,3816,7,7,0,0
1/23/2018 12:00,1/23/2018 12:00,1060,0048 Comox & Broughton,0002 Burrard Station,Archived Monthly Basic,1741,891,3984,4132,6,7,0,0
1/23/2018 12:00,1/23/2018 12:00,262,0037 Hornby & Nelson,0079 Nelson & Richards,Archived Monthly Standard,3181,2356,3640,3829,7,8,0,0
1/23/2018 12:00,1/23/2018 12:00,935,0083 Aquatic Centre,0032 Comox & Denman,365 Day Founding Standard,1527,425,3781,3939,7,8,0,0
1/23/2018 12:00,1/23/2018 12:00,1096,0076 Cypress & 4th,0047 Chilco & Beach,Archived Monthly Standard,3593,744,3932,4122,7,10,0,0
1/23/2018 12:00,1/23/2018 12:00,1382,0092 Chilco & Barclay,0187 Bute & Davie,365 Standard,1594,416,3750,3895,6,9,0,0
1/23/2018 12:00,1/23/2018 12:00,116,0030 Abbott & Cordova,0037 Hornby & Nelson,Archived Monthly Standard,1854,640,4006,4082,6,7,0,0
1/23/2018 12:00,1/23/2018 12:00,575,0039 Helmcken & Burrard,0032 Comox & Denman,90 Day,1359,370,3713,3837,7,10,0,0
1/23/2018 12:00,1/23/2018 12:00,1161,0060 Bidwell & Burnaby,0060 Bidwell & Burnaby,Archived Monthly Plus,769,197,3885,4003,6,7,0,0
1/23/2018 12:00,1/23/2018 12:00,69,0037 Hornby & Nelson,0015 Granville & Georgia,VIP,679,239,3926,4006,7,8,0,0
1/23/2018 12:00,1/23/2018 12:00,106,0102 Stanley Park - Second Beach North,0167 Cordova & Columbia,Archived Monthly Plus,4594,1107,3789,4080,7,10,0,0
1/23/2018 11:00,1/23/2018 12:00,501,0027 Beatty & Nelson,0159 Vine & 4th,365 Standard,3945,1014,3831,4037,6,6,0,0
1/23/2018 11:00,1/23/2018 12:00,42,0019 Robson & Hornby,0089 Burrard & Drake,365 Corporate Plus,3097,1708,3623,3782,6,8,808,1
1/23/2018 11:00,1/23/2018 12:00,1120,0083 Aquatic Centre,0083 Aquatic Centre,365 Day Founding Plus,3998,1516,3911,4071,7,9,421,1
1/23/2018 11:00,1/23/2018 11:00,761,0130 Heather & 16th,0001 10th & Cambie,Archived Monthly Standard,1088,285,3761,3860,7,8,0,0
1/23/2018 11:00,1/23/2018 11:00,123,0041 Cardero & Robson,0024 Hornby & Pender,Archived Monthly Plus,1460,572,3840,3980,6,8,0,0
1/23/2018 11:00,1/24/2018 10:00,1078,0134 14th & Main,0171 5th & Yukon,365 Standard,1799,82750,3810,3919,6,8,0,0
1/23/2018 11:00,1/23/2018 11:00,480,0196 Drake & Hornby,0015 Granville & Georgia,90 Day,1212,379,3903,4080,6,7,0,0
1/23/2018 11:00,1/23/2018 11:00,816,0007 12th & Yukon,0107 8th & Ontario,365 Standard,1008,254,3856,3976,6,6,0,0
1/23/2018 11:00,1/23/2018 11:00,935,0032 Comox & Denman,0083 Aquatic Centre,365 Day Founding Standard,1529,371,3744,3900,7,9,0,0
1/23/2018 11:00,1/23/2018 11:00,1014,0107 8th & Ontario,0208 Arbutus Greenway & Broadway,365 Day Founding Standard,3802,861,3763,3982,6,9,0,0
1/23/2018 10:00,1/23/2018 11:00,1465,0036 Bute & Robson,0129 Richards & Robson,365 Corporate Standard,990,325,3640,3752,6,8,0,0
1/23/2018 10:00,1/23/2018 11:00,534,0198 6th & Main,0011 Ontario & Seawall,365 Plus,1055,301,3958,4066,5,7,0,0
1/23/2018 10:00,1/23/2018 11:00,356,0016 Pender & Burrard,0064 Expo & Smithe,365 Day Founding Plus,1980,584,3980,4116,6,9,0,0
1/23/2018 10:00,1/23/2018 11:00,863,0167 Cordova & Columbia,0102 Stanley Park - Second Beach North,Archived Monthly Plus,4606,972,3726,4038,6,7,0,0
1/23/2018 10:00,1/23/2018 10:00,931,0036 Bute & Robson,0019 Robson & Hornby,365 Corporate Plus,588,170,3542,3684,6,5,0,0
1/23/2018 10:00,1/23/2018 11:00,1355,0187 Bute & Davie,0083 Aquatic Centre,365 Standard,0,2574,3391,3515,6,6,0,0
1/23/2018 10:00,1/23/2018 11:00,112,0001 10th & Cambie,0012 Dunsmuir & Richards,365 Corporate Plus,2850,811,3835,4014,6,8,0,0
1/23/2018 10:00,1/23/2018 10:00,1527,0033 Robson & Denman,0066 Anderson & 2nd,90 Day,4220,874,3872,4072,7,10,0,0
1/23/2018 10:00,1/23/2018 10:00,213,0050 Bute & Comox,0078 Nelson & Mainland,365 Day Founding Standard,1435,403,3813,3906,6,7,0,0
1/23/2018 10:00,1/23/2018 10:00,435,0063 Robson & Granville,0078 Nelson & Mainland,365 Day Founding Standard,818,236,3792,3874,6,7,0,0
1/23/2018 10:00,1/23/2018 10:00,935,0050 Bute & Comox,0032 Comox & Denman,365 Day Founding Plus,878,278,3732,3835,6,7,0,0
1/23/2018 10:00,1/23/2018 10:00,568,0174 1st & Ontario,0008 8th & Ash,Archived Monthly Standard,1421,397,3756,3884,6,7,0,0
1/23/2018 10:00,1/23/2018 10:00,1063,0187 Bute & Davie,0040 Cardero & Davie,365 Day Founding Standard,614,106,3818,3914,7,8,0,0
1/23/2018 10:00,1/23/2018 10:00,335,0132 14th & Ontario,0171 5th & Yukon,365 Standard,1519,381,3782,3884,6,7,0,0
1/23/2018 10:00,1/23/2018 10:00,917,0218 Carrall & Seawall,0017 Marinaside & Davie,365 Corporate Plus,1104,693,3992,4111,6,7,0,0
1/23/2018 10:00,1/23/2018 10:00,682,0005 Dunsmuir & Beatty,0024 Hornby & Pender,365 Standard,1041,254,3578,3686,6,8,0,0
1/23/2018 10:00,1/23/2018 10:00,315,0133 Ontario & 16th,0166 Alder & 11th,365 Plus,2505,626,3837,4009,6,8,0,0
1/23/2018 10:00,1/23/2018 10:00,1062,0019 Robson & Hornby,0129 Richards & Robson,365 Corporate Plus,449,192,3718,3814,7,7,0,0
1/23/2018 10:00,1/23/2018 10:00,583,0109 7th & Arbutus,0165 Columbia & 4th,Archived Monthly Standard,3387,707,3935,4101,6,9,0,0
1/23/2018 10:00,1/23/2018 10:00,677,0208 Arbutus Greenway & Broadway,0165 Columbia & 4th,365 Corporate Plus,3579,1008,3608,3816,6,8,0,0
1/23/2018 10:00,1/23/2018 10:00,1453,0050 Bute & Comox,0024 Hornby & Pender,365 Day Founding Plus,1560,447,3942,4146,7,6,0,0
1/23/2018 10:00,1/23/2018 10:00,1175,0080 Laurel & Broadway,0064 Expo & Smithe,365 Day Founding Standard,2266,634,3785,3987,6,8,0,0
1/23/2018 10:00,1/23/2018 10:00,80,0037 Hornby & Nelson,0073 Ontario & 5th,365 Day Founding Standard,3320,769,3671,3864,7,10,0,0
1/23/2018 10:00,1/23/2018 10:00,1453,0050 Bute & Comox,0050 Bute & Comox,365 Day Founding Plus,0,16,3980,4088,6,4,0,0
1/23/2018 9:00,1/23/2018 10:00,1548,0011 Ontario & Seawall,0073 Ontario & 5th,365 Day Founding Standard,592,205,3958,4100,6,7,0,0
1/23/2018 9:00,1/23/2018 10:00,676,0088 Harwood & Bute,0165 Columbia & 4th,365 Standard,4133,966,3802,3969,6,6,0,0
1/23/2018 9:00,1/23/2018 10:00,460,0133 Ontario & 16th,0066 Anderson & 2nd,Archived Monthly Plus,3949,678,3578,3853,6,7,0,0
1/23/2018 9:00,1/23/2018 10:00,1111,0108 Cypress & 1st,0011 Ontario & Seawall,365 Day Founding Plus,3796,941,3918,4151,7,9,0,0
1/23/2018 9:00,1/23/2018 10:00,681,0139 Burrard & 4th,0017 Marinaside & Davie,365 Standard,2991,715,3718,3863,7,8,0,0
1/23/2018 9:00,1/23/2018 9:00,816,0211 14th & Alder,0007 12th & Yukon,365 Corporate Plus,1668,420,3816,3974,7,8,0,0
1/23/2018 9:00,1/23/2018 9:00,816,0211 14th & Alder,0211 14th & Alder,365 Corporate Plus,0,21,3860,3893,6,5,0,0
1/23/2018 9:00,1/23/2018 9:00,150,0005 Dunsmuir & Beatty,0026 Beatty & Robson,365 Day Founding Standard,426,192,3874,3971,6,7,0,0
1/23/2018 9:00,1/23/2018 9:00,1173,0187 Bute & Davie,0099 Vancouver Art Gallery - North Plaza,365 Standard,1396,329,3877,3974,7,9,0,0
1/23/2018 9:00,1/23/2018 9:00,1108,0050 Bute & Comox,0601 Olympic Village Station,365 Day Founding Standard,2924,707,3890,4055,7,8,0,0
1/23/2018 9:00,1/23/2018 9:00,115,0011 Ontario & Seawall,0012 Dunsmuir & Richards,365 Standard,2246,564,3906,4063,6,8,0,0
1/23/2018 9:00,1/23/2018 10:00,261,0064 Expo & Smithe,0002 Burrard Station,365 Day Founding Plus,1739,3539,3735,3831,8,6,2869,1
1/23/2018 9:00,1/23/2018 9:00,1151,0036 Bute & Robson,0005 Dunsmuir & Beatty,Archived Monthly Standard,1772,468,3763,3901,7,9,0,0
1/23/2018 9:00,1/23/2018 9:00,1498,0050 Bute & Comox,0171 5th & Yukon,365 Day Founding Standard,3097,911,3913,4093,7,10,0,0
1/23/2018 9:00,1/23/2018 9:00,808,0176 10th & Ontario,0026 Beatty & Robson,365 Day Founding Standard,2652,769,3619,3750,6,7,0,0
1/23/2018 9:00,1/23/2018 9:00,42,0039 Helmcken & Burrard,0019 Robson & Hornby,365 Day Founding Standard,608,252,3547,3716,7,7,0,0
1/23/2018 9:00,1/23/2018 9:00,875,0096 Nicola & Robson,0082 Richards & Davie,365 Day Founding Standard,1876,570,3705,3787,7,8,0,0
1/23/2018 9:00,1/23/2018 9:00,640,0109 7th & Arbutus,0138 Richards & Helmcken,365 Day Founding Plus,3369,733,3790,3955,6,8,0,0
1/23/2018 9:00,1/23/2018 9:00,1336,0050 Bute & Comox,0096 Nicola & Robson,365 Day Founding Standard,818,201,3735,3856,7,9,0,0
1/23/2018 9:00,1/23/2018 9:00,1310,0602 Olympic Village Station - Parking Lot,0066 Anderson & 2nd,365 Day Founding Standard,1915,427,3995,4159,7,9,0,0
1/23/2018 9:00,1/23/2018 9:00,1200,0010 Stamp's Landing,0011 Ontario & Seawall,Archived Monthly Standard,1245,334,3474,3629,7,9,0,0
1/23/2018 9:00,1/23/2018 9:00,760,0032 Comox & Denman,0201 Shaw Tower,365 Day Founding Plus,2836,1111,3847,4035,6,6,363,1
1/23/2018 9:00,1/23/2018 9:00,1112,0106 Heather & 14th,0001 10th & Cambie,Archived Monthly Standard,788,199,3656,3798,6,8,0,0
1/23/2018 9:00,1/23/2018 9:00,1073,0176 10th & Ontario,0011 Ontario & Seawall,365 Plus,1378,425,3500,3726,6,8,0,0
1/23/2018 9:00,1/23/2018 9:00,614,0601 Olympic Village Station,0057 Marinaside & Cooperage,365 Standard,1088,312,3823,3966,7,8,0,0
1/23/2018 9:00,1/23/2018 9:00,1465,0040 Cardero & Davie,0036 Bute & Robson,90 Day,1206,357,3647,3716,7,8,0,0
1/23/2018 9:00,1/23/2018 9:00,535,0048 Comox & Broughton,0099 Vancouver Art Gallery - North Plaza,Archived Monthly Standard,1551,493,3771,3879,7,9,0,0
1/23/2018 9:00,1/23/2018 9:00,568,0044 Richards & Beach,0174 1st & Ontario,90 Day,3107,878,3726,3905,7,9,0,0
1/23/2018 9:00,1/23/2018 9:00,990,0130 Heather & 16th,0011 Ontario & Seawall,365 Day Founding Plus,2860,755,3555,3834,6,8,0,0
1/23/2018 9:00,1/23/2018 9:00,1146,0040 Cardero & Davie,0015 Granville & Georgia,365 Day Founding Standard,2278,470,3797,4085,7,10,0,0
1/23/2018 9:00,1/23/2018 9:00,1524,0083 Aquatic Centre,0041 Cardero & Robson,365 Plus,2044,592,3976,4130,8,9,0,0
1/23/2018 9:00,1/23/2018 9:00,655,0197 1st & Main,0024 Hornby & Pender,365 Corporate Plus,2958,879,3802,3995,7,8,0,0
1/23/2018 9:00,1/23/2018 9:00,1371,0132 14th & Ontario,0030 Abbott & Cordova,365 Standard,3261,824,3623,3710,6,8,0,0
1/23/2018 9:00,1/23/2018 9:00,293,0005 Dunsmuir & Beatty,0004 Yaletown-Roundhouse Station,Archived Monthly Standard,1194,361,3876,3987,7,9,0,0
1/23/2018 9:00,1/23/2018 9:00,293,0005 Dunsmuir & Beatty,0005 Dunsmuir & Beatty,Archived Monthly Standard,0,16,3871,3955,7,6,0,0
1/23/2018 9:00,1/23/2018 9:00,1165,0087 Broughton & Burnaby,0002 Burrard Station,Archived Monthly Standard,1692,441,3990,4113,7,8,0,0
1/23/2018 8:00,1/23/2018 9:00,1133,0048 Comox & Broughton,0011 Ontario & Seawall,365 Plus,5055,1235,3645,3879,7,9,0,0
1/23/2018 8:00,1/23/2018 9:00,1024,0031 Morton & Denman,0004 Yaletown-Roundhouse Station,365 Standard,2750,700,3647,3905,8,9,0,0
1/23/2018 8:00,1/23/2018 8:00,1024,0031 Morton & Denman,0031 Morton & Denman,365 Standard,0,17,3750,3840,7,6,0,0
1/23/2018 8:00,1/23/2018 9:00,314,0066 Anderson & 2nd,0008 8th & Ash,365 Day Founding Standard,1905,525,3943,4082,8,9,0,0
1/23/2018 8:00,1/23/2018 16:00,224,0092 Chilco & Barclay,0008 8th & Ash,365 Corporate Plus,4153,27871,3913,4048,7,7,0,0
1/23/2018 8:00,1/23/2018 9:00,551,0089 Burrard & Drake,0063 Robson & Granville,365 Day Founding Plus,1125,334,3858,4055,8,10,0,0
1/23/2018 8:00,1/23/2018 9:00,980,0176 10th & Ontario,0167 Cordova & Columbia,Archived Monthly Standard,2501,742,3908,4124,7,8,0,0
1/23/2018 8:00,1/23/2018 9:00,1308,0048 Comox & Broughton,0079 Nelson & Richards,365 Day Founding Plus,1429,315,3992,4108,7,9,0,0
1/23/2018 8:00,1/23/2018 9:00,227,0092 Chilco & Barclay,0016 Pender & Burrard,365 Day Founding Plus,2025,440,3955,4138,7,9,0,0
1/23/2018 8:00,1/23/2018 8:00,1332,0026 Beatty & Robson,0601 Olympic Village Station,365 Day Founding Standard,1468,385,3913,4022,7,9,0,0
1/23/2018 8:00,1/23/2018 9:00,493,0036 Bute & Robson,0196 Drake & Hornby,365 Standard,0,579,3544,3610,7,7,0,0
1/23/2018 8:00,1/23/2018 9:00,607,0089 Burrard & Drake,0008 8th & Ash,365 Standard,2956,744,3816,4047,8,10,0,0
1/23/2018 8:00,1/23/2018 8:00,723,0017 Marinaside & Davie,0030 Abbott & Cordova,365 Day Founding Standard,1621,441,3681,3808,7,9,0,0
1/23/2018 8:00,1/23/2018 8:00,1221,0050 Bute & Comox,0063 Robson & Granville,365 Day Founding Standard,1306,378,3963,4127,7,7,0,0
1/23/2018 8:00,1/23/2018 9:00,1375,0036 Bute & Robson,0008 8th & Ash,365 Corporate Plus,3598,826,3724,3893,8,10,0,0
