Departure,Return,Bike,Departure station,Return station,Formula,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of bike stopovers
2021-02-28 17:00,2021-02-28 17:00,1099,0096 Nicola & Robson,0099 Vancouver Art Gallery - North Plaza,365 Day Founding Plus,1176,410,3768,3922,8,9,0,0
2021-02-28 17:00,2021-02-28 17:00,1264,0080 Laurel & Broadway,0112 10th & Oak,30 Day Pass,228,145,3740,3816,8,6,0,0
2021-02-28 17:00,2021-02-28 17:00,1643,0015 Granville & Georgia,0005 Dunsmuir & Beatty,30 Day Pass,841,330,3547,3665,8,8,0,0
2021-02-28 17:00,2021-02-28 17:00,2108,0092 Chilco & Barclay,0047 Chilco & Beach,365 Day Founding Plus,351,100,3526,3648,8,7,0,0
2021-02-28 17:00,2021-02-28 17:00,765,0217 Smithe & Burrard,0036 Bute & Robson,30 Day Pass,441,126,4003,4117,8,9,0,0
2021-02-28 17:00,2021-02-28 17:00,417,0262 8th & Prince Edward,0297 6th & Prince Edward,Community Pass,412,175,3631,3705,8,8,0,0
2021-02-28 17:00,2021-02-28 17:00,254,0215 Princess & Union,0137 Beach & Seymour,365 Standard,3704,701,3563,3721,8,11,0,0
2021-02-28 17:00,2021-02-28 17:00,1264,0112 10th & Oak,0080 Laurel & Broadway,30 Day Pass,245,145,3731,3835,8,6,0,0
2021-02-28 17:00,2021-02-28 17:00,1808,0212 Union & Dunlevy,0036 Bute & Robson,30 Day Pass,2926,997,3698,3879,8,9,0,0
2021-02-28 17:00,2021-02-28 17:00,417,0206 8th & Scotia,0262 8th & Prince Edward,Community Pass,289,146,3653,3716,8,8,0,0
2021-02-28 17:00,2021-02-28 17:00,1116,0028 Davie & Beach,0199 Georgia & Main,30 Day Pass,5160,1100,3871,4111,8,8,0,0
2021-02-28 17:00,2021-02-28 17:00,1228,0174 1st & Manitoba,0218 Carrall & Seawall,365 Standard,1165,314,3684,3782,8,10,0,0
2021-02-28 17:00,2021-02-28 17:00,1976,0174 1st & Manitoba,0218 Carrall & Seawall,365 Standard,1161,319,3706,3806,8,9,0,0
2021-02-28 17:00,2021-02-28 17:00,9,0002 Burrard Station (Melville & Dunsmuir),0040 Cardero & Davie,365 Standard,1845,493,3676,3823,9,11,0,0
2021-02-28 17:00,2021-02-28 17:00,1264,0080 Laurel & Broadway,0112 10th & Oak,30 Day Pass,226,148,3758,3839,8,6,0,0
2021-02-28 17:00,2021-02-28 17:00,1336,0025 Homer & Robson (Vancouver Public Library),0187 Bute & Davie,30 Day Pass,1866,820,3961,4080,8,8,0,0
2021-02-28 16:00,2021-02-28 17:00,417,0262 8th & Prince Edward,0206 8th & Scotia,Community Pass,292,158,3666,3694,8,8,0,0
2021-02-28 16:00,2021-02-28 16:00,1264,0112 10th & Oak,0080 Laurel & Broadway,30 Day Pass,242,143,3734,3845,8,6,0,0
2021-02-28 16:00,2021-02-28 17:00,28,0240 2nd & Commercial,0281 Windsor & 14th,365 Standard,2199,637,3569,3750,8,10,0,0
2021-02-28 16:00,2021-02-28 17:00,1630,0240 2nd & Commercial,0281 Windsor & 14th,365 Corporate Standard Renewal,2238,637,3890,4038,7,7,0,0
2021-02-28 16:00,2021-02-28 17:00,1075,0035 Coal Harbour Community Centre,0006 Olympic Village Station,30 Day Pass,0,1505,3666,3747,9,8,0,0
2021-02-28 16:00,2021-02-28 17:00,2166,0202 14th & Oak,0174 1st & Manitoba,30 Day Pass,2613,807,3926,4098,8,9,0,0
2021-02-28 16:00,2021-02-28 17:00,1710,0187 Bute & Davie,0076 Cypress & 4th,365 Standard,2534,585,3869,3945,8,10,0,0
2021-02-28 16:00,2021-02-28 16:00,1694,0217 Smithe & Burrard,0190 Melville & Bute,30 Day Pass,745,255,3856,3937,8,9,0,0
2021-02-28 16:00,2021-02-28 17:00,149,0177 Quebec & 1st,0240 2nd & Commercial,30 Day Pass,3142,1657,3748,3861,9,8,0,0
2021-02-28 16:00,2021-02-28 16:00,417,0206 8th & Scotia,0262 8th & Prince Edward,Community Pass,289,146,3645,3715,8,8,0,0
2021-02-28 16:00,2021-02-28 17:00,603,0177 Quebec & 1st,0240 2nd & Commercial,30 Day Pass,3124,1684,3893,4001,8,8,0,0
2021-02-28 16:00,2021-02-28 16:00,1937,0039 Helmcken & Burrard,0041 Cardero & Robson,30 Day Pass,1551,537,3503,3616,8,9,0,0
2021-02-28 16:00,2021-02-28 16:00,1417,0036 Bute & Robson,0032 Comox & Denman,30 Day Pass,1339,556,3598,3816,8,7,0,0
2021-02-28 16:00,2021-02-28 18:00,771,0045 Beach & Hornby,0028 Davie & Beach,365 Plus,1705,7628,3877,3856,3,3,0,0
2021-02-28 16:00,2021-02-28 16:00,1424,0005 Dunsmuir & Beatty,0125 Hamilton & Robson,30 Day Pass,535,189,3557,3560,10,10,0,0
2021-02-28 16:00,2021-02-28 16:00,97,0089 Burrard & Drake,0063 Robson & Granville,30 Day Pass,1112,561,3829,3898,10,9,0,0
2021-02-28 16:00,2021-02-28 17:00,686,0177 Quebec & 1st,0031 Morton & Denman,365 Day Founding Plus,5684,1443,3513,3682,8,10,0,0
2021-02-28 16:00,2021-02-28 16:00,417,0262 8th & Prince Edward,0206 8th & Scotia,Community Pass,287,163,3647,3700,8,8,0,0
2021-02-28 16:00,2021-02-28 16:00,1985,0096 Nicola & Robson,0037 Hornby & Nelson,30 Day Pass,1194,365,3724,3789,7,9,0,0
2021-02-28 16:00,2021-02-28 16:00,1534,0262 8th & Prince Edward,0246 Glen & Broadway,365 Plus,1447,314,3595,3768,8,10,0,0
2021-02-28 16:00,2021-02-28 16:00,417,0206 8th & Scotia,0262 8th & Prince Edward,Community Pass,289,144,3648,3731,7,8,0,0
2021-02-28 16:00,2021-02-28 16:00,925,0232 Britannia Parking Lot,0219 Hawks & Union,365 Plus,1400,521,3779,3968,8,9,0,0
2021-02-28 16:00,2021-02-28 16:00,1268,0058 Homer & Smithe,0147 Chestnut & McNicoll,365 Plus,3226,879,3831,4090,8,9,0,0
2021-02-28 16:00,2021-02-28 16:00,417,0262 8th & Prince Edward,0206 8th & Scotia,Community Pass,287,145,3569,3721,8,8,0,0
2021-02-28 16:00,2021-02-28 17:00,304,0054 Expo & Carrall,0054 Expo & Carrall,365 Day Founding Plus,2468,2789,3808,3913,8,11,1923,2
2021-02-28 16:00,2021-02-28 16:00,349,0054 Expo & Carrall,0143 South False Creek Seawall,365 Corporate Plus Renewal,3263,803,3913,4035,9,11,0,0
2021-02-28 16:00,2021-02-28 16:00,664,0050 Bute & Comox,0032 Comox & Denman,365 Corporate Plus Renewal,869,165,3658,3806,8,10,0,0
2021-02-28 16:00,2021-02-28 16:00,97,0054 Expo & Carrall,0089 Burrard & Drake,30 Day Pass,2423,922,3792,3879,10,10,0,0
2021-02-28 16:00,2021-02-28 16:00,939,0253 Charles & Woodland,0225 McLean & Pender,365 Plus,894,208,3513,3660,9,10,0,0
2021-02-28 16:00,2021-02-28 16:00,548,0096 Nicola & Robson,0002 Burrard Station (Melville & Dunsmuir),365 Standard,1135,265,3744,3935,8,11,0,0
2021-02-28 16:00,2021-02-28 16:00,417,0206 8th & Scotia,0262 8th & Prince Edward,Community Pass,292,186,3650,3729,8,8,0,0
2021-02-28 16:00,2021-02-28 16:00,1220,0187 Bute & Davie,0011 Ontario & Seawall,365 Corporate Plus Renewal,5094,1128,3689,3943,8,11,0,0
2021-02-28 16:00,2021-02-28 16:00,415,0202 14th & Oak,0252 Woodland & Graveley,Community Pass,5529,1980,3739,3976,8,8,0,0
2021-02-28 16:00,2021-02-28 16:00,1424,0278 15th & Victoria (Trout Lake),0005 Dunsmuir & Beatty,30 Day Pass,5531,1820,3597,3602,8,11,0,0
2021-02-28 16:00,2021-02-28 16:00,1282,0104 Stanley Park - Second Beach South,0129 Richards & Robson,30 Day Pass,5366,1768,4016,4196,8,9,0,0
2021-02-28 16:00,2021-02-28 16:00,396,0170 8th & Yukon,0172 10th & Columbia,365 Standard,543,279,3668,3837,8,9,0,0
2021-02-28 16:00,2021-02-28 16:00,340,0015 Granville & Georgia,0011 Ontario & Seawall,365 Standard,3205,667,3919,4151,8,11,0,0
2021-02-28 16:00,2021-02-28 16:00,417,0262 8th & Prince Edward,0206 8th & Scotia,Community Pass,294,143,3586,3731,8,8,0,0
2021-02-28 16:00,2021-02-28 16:00,771,0223 Commercial & Adanac,0045 Beach & Hornby,365 Day Founding Standard,5850,1413,3764,3984,3,6,0,0
2021-02-28 16:00,2021-02-28 16:00,497,0035 Coal Harbour Community Centre,0125 Hamilton & Robson,365 Corporate Plus Renewal,2926,3015,4061,4188,8,9,1231,1
2021-02-28 15:00,2021-02-28 16:00,417,0206 8th & Scotia,0262 8th & Prince Edward,Community Pass,296,172,3569,3731,8,8,0,0
2021-02-28 15:00,2021-02-28 15:00,417,0262 8th & Prince Edward,0206 8th & Scotia,Community Pass,294,147,3671,3734,8,8,0,0
2021-02-28 15:00,2021-02-28 15:00,396,0081 7th & Heather,0170 8th & Yukon,365 Day Founding Standard,602,208,3740,3839,8,9,0,0
2021-02-28 15:00,2021-02-28 15:00,1901,0058 Homer & Smithe,0030 Abbott & Cordova,30 Day Pass,1390,412,3977,4132,8,7,0,0
2021-02-28 15:00,2021-02-28 16:00,1767,0103 Stanley Park - Third Beach Parking Lot,0041 Cardero & Robson,30 Day Pass,3238,873,3937,4164,8,9,0,0
2021-02-28 15:00,2021-02-28 16:00,1813,0105 Stanley Park - Totem Poles,0031 Morton & Denman,365 Day Founding Plus,7345,1948,4079,4254,10,10,0,0
2021-02-28 15:00,2021-02-28 16:00,600,0063 Robson & Granville,0096 Nicola & Robson,365 Day Founding Plus,4512,2351,4095,4279,8,11,837,3
2021-02-28 15:00,2021-02-28 15:00,1964,0105 Stanley Park - Totem Poles,0033 Robson & Denman,365 Plus,2160,592,3734,3898,9,9,0,0
2021-02-28 15:00,2021-02-28 15:00,1303,0048 Comox & Broughton,0032 Comox & Denman,365 Plus,520,161,3697,3800,8,8,0,0
2021-02-28 15:00,2021-02-28 15:00,841,0240 2nd & Commercial,0242 8th & Commercial,30 Day Pass,692,279,3792,3850,8,10,0,0
2021-02-28 15:00,2021-02-28 15:00,417,0206 8th & Scotia,0262 8th & Prince Edward,Community Pass,287,151,3661,3718,8,8,0,0
2021-02-28 15:00,2021-02-28 15:00,408,0240 2nd & Commercial,0242 8th & Commercial,30 Day Pass,688,317,3805,3930,7,7,0,0
2021-02-28 15:00,2021-02-28 15:00,417,0262 8th & Prince Edward,0206 8th & Scotia,Community Pass,294,168,3616,3734,8,8,0,0
2021-02-28 15:00,2021-02-28 15:00,625,0001 10th & Cambie,0074 10th & Main,365 Corporate Plus,945,308,3818,3921,8,9,0,0
2021-02-28 15:00,2021-02-28 15:00,1881,0079 Nelson & Richards,0024 Hornby & Pender,30 Day Pass,1323,357,3764,3893,7,10,0,0
2021-02-28 15:00,2021-02-28 15:00,1813,0014 Canada Place,0105 Stanley Park - Totem Poles,365 Day Founding Plus,4139,1066,3903,4188,8,10,0,0
2021-02-28 15:00,2021-02-28 15:00,203,0008 8th & Ash,0031 Morton & Denman,365 Plus,6387,1401,3637,3811,8,12,0,0
2021-02-28 15:00,2021-02-28 15:00,114,0298 6th & Carolina,0298 6th & Carolina,365 Standard,1803,792,3908,4022,8,10,296,1
2021-02-28 15:00,2021-02-28 15:00,417,0206 8th & Scotia,0262 8th & Prince Edward,Community Pass,292,149,3653,3734,8,8,0,0
2021-02-28 15:00,2021-02-28 15:00,1313,0057 Marinaside & Cooperage,0193 Science World,30 Day Pass,1398,359,4053,4148,8,10,0,0
2021-02-28 15:00,2021-02-28 15:00,2010,0153 Arbutus Greenway & Fir,0186 10th & Kingsway,365 Standard,3822,1318,3503,3595,8,8,0,0
2021-02-28 15:00,2021-02-28 15:00,1376,0230 Alexander & Railway,0150 Alexander & Main,365 Corporate Plus Renewal,657,164,3689,3729,9,9,0,0
2021-02-28 15:00,2021-02-28 15:00,1545,0066 Anderson & 2nd,0008 8th & Ash,30 Day Pass,3152,968,3718,3924,8,8,0,0
2021-02-28 15:00,2021-02-28 15:00,1489,0053 Keefer & Abbott,0055 Keefer & Columbia,Community Pass,500,205,3784,3855,8,9,0,0
2021-02-28 15:00,2021-02-28 15:00,1526,0176 10th & Ontario,0008 8th & Ash,365 Standard,1182,295,3744,3858,8,7,0,0
2021-02-28 15:00,2021-02-28 15:00,417,0262 8th & Prince Edward,0206 8th & Scotia,Community Pass,298,143,3682,3737,8,9,0,0
2021-02-28 15:00,2021-02-28 15:00,1737,0187 Bute & Davie,0300 Bute & Barclay,365 Day Founding Standard,473,165,3800,3890,8,9,0,0
2021-02-28 15:00,2021-02-28 15:00,186,0300 Bute & Barclay,0033 Robson & Denman,365 Plus,1010,262,3905,4026,8,9,0,0
2021-02-28 15:00,2021-02-28 15:00,1076,0107 8th & Ontario,0174 1st & Manitoba,Archived Monthly Standard,890,315,3640,3750,8,7,0,0
2021-02-28 15:00,2021-02-28 15:00,41,0041 Cardero & Robson,0070 10th & Granville,365 Standard,3992,1224,3905,4159,8,9,0,0
2021-02-28 15:00,2021-02-28 15:00,867,0040 Cardero & Davie,0024 Hornby & Pender,30 Day Pass,2315,1081,3587,3731,8,7,0,0
2021-02-28 15:00,2021-02-28 15:00,1192,0040 Cardero & Davie,0024 Hornby & Pender,30 Day Pass,2291,1114,3908,4034,8,8,0,0
2021-02-28 15:00,2021-02-28 15:00,417,0206 8th & Scotia,0262 8th & Prince Edward,Community Pass,289,177,3660,3731,8,8,0,0
2021-02-28 15:00,2021-02-28 15:00,1144,0006 Olympic Village Station,0081 7th & Heather,365 Day Founding Standard,516,470,3499,3573,9,9,262,1
2021-02-28 15:00,2021-02-28 15:00,1800,0030 Abbott & Cordova,0014 Canada Place,365 Standard,882,321,3671,3790,8,7,0,0
2021-02-28 15:00,2021-02-28 15:00,188,0088 Harwood & Bute,0030 Abbott & Cordova,365 Day Founding Plus,2958,1025,3719,3860,9,9,0,0
2021-02-28 15:00,2021-02-28 15:00,623,0265 St Catherines & 10th,0258 13th & St George,365 Standard,929,318,3731,3863,8,9,0,0
2021-02-28 15:00,2021-02-28 15:00,1963,0221 Glen & Union,0223 Commercial & Adanac,365 Day Founding Standard,871,273,3932,4032,12,10,0,0
2021-02-28 15:00,2021-02-28 15:00,256,0012 Dunsmuir & Richards,0227 Campbell & Hastings,365 Standard,2740,662,3508,3586,8,11,0,0
2021-02-28 14:00,2021-02-28 15:00,417,0262 8th & Prince Edward,0206 8th & Scotia,Community Pass,292,151,3682,3734,8,8,0,0
2021-02-28 14:00,2021-02-28 15:00,1282,0078 Nelson & Mainland,0104 Stanley Park - Second Beach South,30 Day Pass,5135,1076,3826,4169,9,10,0,0
2021-02-28 14:00,2021-02-28 14:00,1282,0078 Nelson & Mainland,0078 Nelson & Mainland,30 Day Pass,0,29,3950,4014,9,8,0,0
2021-02-28 14:00,2021-02-28 14:00,364,0246 Glen & Broadway,0246 Glen & Broadway,365 Standard,181,115,3737,3858,8,6,0,0
2021-02-28 14:00,2021-02-28 15:00,730,0174 1st & Manitoba,0193 Science World,365 Plus,761,616,3779,3927,9,8,0,0
2021-02-28 14:00,2021-02-28 15:00,1258,0218 Carrall & Seawall,0081 7th & Heather,365 Corporate Plus Renewal,3477,757,3752,4005,8,8,0,0
2021-02-28 14:00,2021-02-28 14:00,1648,0031 Morton & Denman,0040 Cardero & Davie,30 Day Pass,551,301,3921,4048,8,6,0,0
2021-02-28 14:00,2021-02-28 15:00,1545,0011 Ontario & Seawall,0066 Anderson & 2nd,30 Day Pass,3169,827,3671,3855,8,7,0,0
2021-02-28 14:00,2021-02-28 14:00,625,0074 10th & Main,0001 10th & Cambie,365 Corporate Plus,935,251,3808,3879,9,9,0,0
2021-02-28 14:00,2021-02-28 14:00,417,0297 6th & Prince Edward,0262 8th & Prince Edward,Community Pass,242,149,3689,3739,8,8,0,0
2021-02-28 14:00,2021-02-28 15:00,837,0104 Stanley Park - Second Beach South,0065 Cypress & Cornwall,24 Hour,4249,1218,4072,4232,10,11,0,0
2021-02-28 14:00,2021-02-28 15:00,600,0026 Beatty & Robson,0063 Robson & Granville,365 Day Founding Plus,4137,2606,4069,4224,10,9,880,2
2021-02-28 14:00,2021-02-28 15:00,2109,0209 Stanley Park - Information Booth,0102 Stanley Park - Second Beach North,24 Hour,7896,2803,3520,3756,9,9,0,0
2021-02-28 14:00,2021-02-28 15:00,93,0209 Stanley Park - Information Booth,0102 Stanley Park - Second Beach North,24 Hour,7906,2846,3516,3789,9,8,0,0
2021-02-28 14:00,2021-02-28 14:00,626,0102 Stanley Park - Second Beach North,0031 Morton & Denman,30 Day Pass,1182,384,3637,3774,11,11,0,0
2021-02-28 14:00,2021-02-28 14:00,976,0112 10th & Oak,0154 Kitsilano Beach Park,365 Plus,3293,686,3985,4163,8,11,0,0
2021-02-28 14:00,2021-02-28 14:00,1192,0102 Stanley Park - Second Beach North,0040 Cardero & Davie,30 Day Pass,1670,777,3929,4021,11,9,0,0
2021-02-28 14:00,2021-02-28 15:00,1963,0050 Bute & Comox,0221 Glen & Union,365 Day Founding Standard,4619,1184,3803,4035,9,11,0,0
2021-02-28 14:00,2021-02-28 14:00,417,0298 6th & Carolina,0297 6th & Prince Edward,Community Pass,373,164,3653,3742,8,8,0,0
2021-02-28 14:00,2021-02-28 14:00,497,0030 Abbott & Cordova,0035 Coal Harbour Community Centre,365 Corporate Plus Renewal,2717,1149,4048,4143,8,8,0,0
2021-02-28 14:00,2021-02-28 14:00,307,0053 Keefer & Abbott,0011 Ontario & Seawall,365 Standard,1366,422,3811,3918,8,9,0,0
2021-02-28 14:00,2021-02-28 14:00,516,0053 Keefer & Abbott,0011 Ontario & Seawall,365 Standard,1366,427,3887,4003,8,9,0,0
2021-02-28 14:00,2021-02-28 14:00,1089,0074 10th & Main,0282 14th & Fraser,365 Standard,1347,336,3453,3695,8,8,0,0
2021-02-28 14:00,2021-02-28 14:00,1817,0074 10th & Main,0282 14th & Fraser,365 Standard,1345,367,3689,3779,8,10,0,0
2021-02-28 14:00,2021-02-28 14:00,1098,0045 Beach & Hornby,0004 Yaletown-Roundhouse Station,365 Corporate Standard,1339,421,3797,3935,8,9,0,0
2021-02-28 14:00,2021-02-28 14:00,1737,0300 Bute & Barclay,0187 Bute & Davie,365 Day Founding Standard,467,134,3776,3887,8,9,0,0
2021-02-28 14:00,2021-02-28 14:00,837,0103 Stanley Park - Third Beach Parking Lot,0104 Stanley Park - Second Beach South,24 Hour,2244,790,4011,4153,9,10,0,0
2021-02-28 14:00,2021-02-28 14:00,514,0187 Bute & Davie,0190 Melville & Bute,30 Day Pass,967,345,3969,4014,8,10,0,0
2021-02-28 14:00,2021-02-28 14:00,645,0088 Harwood & Bute,0004 Yaletown-Roundhouse Station,365 Standard,1427,445,3610,3760,8,8,0,0
2021-02-28 14:00,2021-02-28 14:00,55,0032 Comox & Denman,0032 Comox & Denman,365 Day Founding Plus,196,169,3610,3660,8,8,0,0
2021-02-28 14:00,2021-02-28 14:00,417,0298 6th & Carolina,0298 6th & Carolina,Community Pass,122,246,3715,3702,8,8,0,0
2021-02-28 14:00,2021-02-28 14:00,665,0258 13th & St George,0069 7th & Granville,365 Standard,4755,1097,3668,3834,8,10,0,0
2021-02-28 14:00,2021-02-28 14:00,1254,0053 Keefer & Abbott,0230 Alexander & Railway,365 Plus,1852,587,3929,4055,10,12,0,0
2021-02-28 14:00,2021-02-28 14:00,254,0137 Beach & Seymour,0215 Princess & Union,365 Standard,3696,778,3563,3695,8,10,0,0
2021-02-28 14:00,2021-02-28 14:00,1072,0014 Canada Place,0150 Alexander & Main,24 Hour,2552,972,3586,3756,8,9,0,0
2021-02-28 14:00,2021-02-28 14:00,91,0129 Richards & Robson,0044 Pacific & Richards,365 Corporate Plus,1074,352,4034,4098,9,10,0,0
2021-02-28 14:00,2021-02-28 14:00,417,0297 6th & Prince Edward,0298 6th & Carolina,Community Pass,363,141,3640,3771,8,8,0,0
2021-02-28 14:00,2021-02-28 14:00,925,0166 Alder & 11th,0232 Britannia Parking Lot,Archived Monthly Standard,6483,1581,3756,3979,7,8,0,0
2021-02-28 14:00,2021-02-28 14:00,1821,0215 Princess & Union,0058 Homer & Smithe,365 Standard,2356,570,3951,4124,9,11,0,0
2021-02-28 14:00,2021-02-28 14:00,1298,0245 Woodland & 10th,0012 Dunsmuir & Richards,Community Pass,5746,1881,3810,3934,9,9,0,0
2021-02-28 14:00,2021-02-28 14:00,1192,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,30 Day Pass,6875,1347,3827,4021,11,11,0,0
2021-02-28 14:00,2021-02-28 14:00,626,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,30 Day Pass,6912,1430,3608,3753,12,10,0,0
2021-02-28 14:00,2021-02-28 14:00,1691,0060 Bidwell & Burnaby,0031 Morton & Denman,365 Day Founding Plus,606,351,3724,3752,9,8,0,0
2021-02-28 14:00,2021-02-28 14:00,1737,0087 Broughton & Burnaby,0300 Bute & Barclay,365 Plus,965,312,3771,3881,8,10,0,0
2021-02-28 14:00,2021-02-28 14:00,417,0298 6th & Carolina,0297 6th & Prince Edward,Community Pass,371,160,3706,3774,8,8,0,0
2021-02-28 14:00,2021-02-28 14:00,246,0032 Comox & Denman,0031 Morton & Denman,365 Day Founding Plus,343,165,3963,3979,8,8,0,0
2021-02-28 14:00,2021-02-28 14:00,1103,0230 Alexander & Railway,0053 Keefer & Abbott,365 Plus,1719,395,3776,3889,8,10,0,0
2021-02-28 14:00,2021-02-28 14:00,1296,0030 Abbott & Cordova,0199 Georgia & Main,365 Corporate Plus,992,363,3598,3692,8,9,0,0
2021-02-28 14:00,2021-02-28 14:00,2010,0008 8th & Ash,0153 Arbutus Greenway & Fir,30 Day Pass,2031,685,3516,3605,8,8,0,0
2021-02-28 14:00,2021-02-28 14:00,417,0266 St Catherines & 7th,0298 6th & Carolina,Community Pass,506,209,3616,3784,8,9,0,0
2021-02-28 14:00,2021-02-28 14:00,1192,0024 Hornby & Pender,0105 Stanley Park - Totem Poles,30 Day Pass,4200,959,3726,3922,8,11,0,0
2021-02-28 14:00,2021-02-28 14:00,626,0024 Hornby & Pender,0105 Stanley Park - Totem Poles,30 Day Pass,4222,1038,3586,3718,8,11,0,0
2021-02-28 14:00,2021-02-28 14:00,1072,0209 Stanley Park - Information Booth,0014 Canada Place,24 Hour,3275,1307,3500,3732,8,8,0,0
2021-02-28 14:00,2021-02-28 14:00,1135,0148 Creekside Park North,0057 Marinaside & Cooperage,365 Standard,1178,410,3905,4008,8,8,0,0
2021-02-28 13:00,2021-02-28 14:00,417,0298 6th & Carolina,0266 St Catherines & 7th,Community Pass,494,161,3702,3769,8,9,0,0
2021-02-28 13:00,2021-02-28 13:00,1833,0148 Creekside Park North,0148 Creekside Park North,365 Standard,36,108,3868,3889,9,8,0,0
2021-02-28 13:00,2021-02-28 14:00,837,0104 Stanley Park - Second Beach South,0103 Stanley Park - Third Beach Parking Lot,24 Hour,4251,1500,3905,4119,10,11,0,0
2021-02-28 13:00,2021-02-28 13:00,1238,0032 Comox & Denman,0041 Cardero & Robson,365 Day Founding Plus,831,326,3921,3990,8,7,0,0
2021-02-28 13:00,2021-02-28 14:00,1284,0159 Vine & 4th,0071 14th & Granville,30 Day Pass,2509,642,3940,4143,9,11,0,0
2021-02-28 13:00,2021-02-28 14:00,516,0177 Quebec & 1st,0053 Keefer & Abbott,365 Standard,1631,524,3758,3982,8,9,0,0
2021-02-28 13:00,2021-02-28 14:00,600,0028 Davie & Beach,0026 Beatty & Robson,365 Day Founding Plus,5011,3221,4011,4188,9,9,1578,5
2021-02-28 13:00,2021-02-28 14:00,307,0177 Quebec & 1st,0053 Keefer & Abbott,365 Standard,1639,527,3724,3914,8,9,0,0
2021-02-28 13:00,2021-02-28 14:00,1527,0106 Heather & 14th,0071 14th & Granville,365 Plus,1506,808,3544,3681,9,9,0,0
2021-02-28 13:00,2021-02-28 14:00,1492,0106 Heather & 14th,0071 14th & Granville,365 Plus,1504,825,3774,3840,9,9,0,0
2021-02-28 13:00,2021-02-28 13:00,1527,0106 Heather & 14th,0106 Heather & 14th,365 Plus,0,54,3561,3674,9,8,0,0
2021-02-28 13:00,2021-02-28 15:00,1894,0218 Carrall & Seawall,0218 Carrall & Seawall,30 Day Pass,2450,6820,3573,3611,8,7,0,0
2021-02-28 13:00,2021-02-28 13:00,417,0297 6th & Prince Edward,0298 6th & Carolina,Community Pass,365,162,3695,3782,7,8,0,0
2021-02-28 13:00,2021-02-28 14:00,1627,0065 Cypress & Cornwall,0073 Ontario & 5th,365 Plus,3804,1667,3855,3984,9,6,0,0
2021-02-28 13:00,2021-02-28 13:00,91,0044 Pacific & Richards,0129 Richards & Robson,365 Corporate Plus,1545,556,4059,4100,9,10,0,0
2021-02-28 13:00,2021-02-28 13:00,867,0047 Chilco & Beach,0040 Cardero & Davie,365 Standard,726,241,3584,3692,8,8,0,0
2021-02-28 13:00,2021-02-28 14:00,1298,0070 10th & Granville,0245 Woodland & 10th,30 Day Pass,4919,1047,3779,3903,8,11,0,0
2021-02-28 13:00,2021-02-28 14:00,133,0255 18th & Main,0057 Marinaside & Cooperage,Archived Monthly Standard,3920,913,3963,4095,8,9,0,0
2021-02-28 13:00,2021-02-28 14:00,962,0204 York & Yew,0170 8th & Yukon,30 Day Pass,6728,2430,3776,4127,9,7,0,0
2021-02-28 13:00,2021-02-28 13:00,1427,0139 Burrard & 4th,0065 Cypress & Cornwall,365 Corporate Standard Renewal,751,199,3524,3642,8,10,0,0
2021-02-28 13:00,2021-02-28 14:00,421,0204 York & Yew,0170 8th & Yukon,30 Day Pass,6763,2387,3656,3929,8,9,0,0
2021-02-28 13:00,2021-02-28 14:00,1676,0083 Aquatic Centre,0148 Creekside Park North,24 Hour,7281,2762,3882,4182,9,9,0,0
2021-02-28 13:00,2021-02-28 13:00,398,0102 Stanley Park - Second Beach North,0004 Yaletown-Roundhouse Station,365 Plus,3932,741,3958,4153,8,8,0,0
2021-02-28 13:00,2021-02-28 13:00,417,0298 6th & Carolina,0297 6th & Prince Edward,Community Pass,373,145,3698,3782,8,9,0,0
