Departure,Return,Bike,Departure station,Return station,Formula,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of bike stopovers
2021-02-19 12:00,2021-02-19 12:00,363,0050 Bute & Comox,0039 Helmcken & Burrard,365 Plus,563,161,3787,3871,11,12,0,0
2021-02-19 12:00,2021-02-19 13:00,1247,0031 Morton & Denman,0105 Stanley Park - Totem Poles,365 Standard,3936,835,3998,4227,10,12,0,0
2021-02-19 12:00,2021-02-19 12:00,1645,0048 Comox & Broughton,0096 Nicola & Robson,365 Day Founding Plus,455,186,3603,3689,12,11,0,0
2021-02-19 12:00,2021-02-19 13:00,319,0212 Union & Dunlevy,0287 Carolina & Great Northern Way,365 Plus,5192,1512,3963,4124,13,12,0,0
2021-02-19 12:00,2021-02-19 12:00,387,0199 Georgia & Main,0012 Dunsmuir & Richards,365 Corporate Plus,1370,416,3468,3557,11,12,0,0
2021-02-19 12:00,2021-02-19 12:00,1864,0260 10th & Fraser,0261 8th & Fraser,Community Pass,296,443,3750,3832,11,11,0,0
2021-02-19 12:00,2021-02-19 13:00,1124,0159 Vine & 4th,0066 Anderson & 2nd,365 Standard,2109,728,3602,3697,10,9,0,0
2021-02-19 12:00,2021-02-19 12:00,211,0190 Melville & Bute,0002 Burrard Station (Melville & Dunsmuir),365 Standard,328,166,3776,3869,9,10,0,0
2021-02-19 12:00,2021-02-19 13:00,551,0098 Carrall & Hastings,0089 Burrard & Drake,30 Day Pass,2613,877,3681,3908,11,12,0,0
2021-02-19 12:00,2021-02-19 13:00,1293,0069 7th & Granville,0069 7th & Granville,365 Day Founding Plus,1711,2447,3769,3901,10,9,0,0
2021-02-19 12:00,2021-02-19 12:00,287,0064 Expo & Smithe,0218 Carrall & Seawall,Community Pass,851,232,3816,3966,10,12,0,0
2021-02-19 12:00,2021-02-19 12:00,959,0089 Burrard & Drake,0187 Bute & Davie,365 Standard,630,199,3702,3843,11,11,0,0
2021-02-19 12:00,2021-02-19 13:00,795,0098 Carrall & Hastings,0089 Burrard & Drake,30 Day Pass,2632,1019,3947,4051,10,10,0,0
2021-02-19 12:00,2021-02-19 12:00,1812,0187 Bute & Davie,0047 Chilco & Beach,365 Standard,1515,392,3594,3687,12,13,0,0
2021-02-19 12:00,2021-02-19 12:00,1249,0017 Marinaside & Davie,0084 Sunset Beach West,365 Plus,2715,515,3802,3964,12,14,0,0
2021-02-19 12:00,2021-02-19 12:00,1673,0052 Cambie & Water,0016 Pender & Burrard,365 Plus,959,427,3813,3932,11,11,0,0
2021-02-19 12:00,2021-02-19 12:00,900,0011 Ontario & Seawall,0009 Spyglass & Seawall,Community Pass,971,231,3661,3731,12,13,0,0
2021-02-19 12:00,2021-02-19 12:00,743,0057 Marinaside & Cooperage,0017 Marinaside & Davie,365 Plus,314,100,3694,3785,10,11,0,0
2021-02-19 12:00,2021-02-19 12:00,1795,0032 Comox & Denman,0040 Cardero & Davie,365 Day Founding Plus,422,217,3829,3887,11,11,0,0
2021-02-19 12:00,2021-02-19 12:00,1497,0193 Science World,0011 Ontario & Seawall,Community Pass,377,113,3573,3676,11,12,0,0
2021-02-19 12:00,2021-02-19 13:00,1272,0083 Aquatic Centre,0219 Hawks & Union,30 Day Pass,5211,1265,3713,3910,13,13,0,0
2021-02-19 12:00,2021-02-19 13:00,1331,0065 Cypress & Cornwall,0126 Thurlow & Pendrell,365 Plus,2031,1583,3658,3706,14,11,206,1
2021-02-19 12:00,2021-02-19 12:00,445,0297 6th & Prince Edward,0012 Dunsmuir & Richards,365 Standard,3420,866,3835,3995,11,11,0,0
2021-02-19 12:00,2021-02-19 12:00,1813,0078 Nelson & Mainland,0057 Marinaside & Cooperage,Community Pass,451,189,3713,3787,11,11,0,0
2021-02-19 12:00,2021-02-19 12:00,1826,0078 Nelson & Mainland,0055 Keefer & Columbia,365 Plus,1666,425,3661,3802,11,13,0,0
2021-02-19 12:00,2021-02-19 12:00,215,0089 Burrard & Drake,0005 Dunsmuir & Beatty,365 Corporate Plus Renewal,2125,799,4063,4167,12,12,0,0
2021-02-19 12:00,2021-02-19 12:00,1354,0089 Burrard & Drake,0108 1st & Chestnut,365 Day Founding Plus,1576,452,3619,3848,11,11,0,0
2021-02-19 12:00,2021-02-19 12:00,1864,0258 13th & St George,0260 10th & Fraser,Community Pass,814,378,3744,3842,11,12,0,0
2021-02-19 12:00,2021-02-19 12:00,895,0193 Science World,0057 Marinaside & Cooperage,365 Standard,1355,309,3557,3716,11,13,0,0
2021-02-19 12:00,2021-02-19 12:00,1703,0192 7th &  Alder,0098 Carrall & Hastings,365 Corporate Plus Renewal,4263,713,3763,3943,10,14,0,0
2021-02-19 12:00,2021-02-19 12:00,817,0050 Bute & Comox,0060 Bidwell & Burnaby,365 Standard,1125,278,3871,3982,13,12,0,0
2021-02-19 12:00,2021-02-19 12:00,2048,0087 Broughton & Burnaby,0136 David Lam Park - West,365 Standard,2060,396,3569,3690,10,12,0,0
2021-02-19 12:00,2021-02-19 13:00,1774,0180 Columbia & 14th,0180 Columbia & 14th,24 Hour,1468,1634,3503,3589,11,10,0,0
2021-02-19 12:00,2021-02-19 12:00,1254,0054 Expo & Carrall,0063 Robson & Granville,30 Day Pass,1721,590,3787,3882,13,13,0,0
2021-02-19 12:00,2021-02-19 12:00,1898,0081 7th & Heather,0081 7th & Heather,365 Day Founding Standard,365,171,3906,3932,12,13,0,0
2021-02-19 12:00,2021-02-19 12:00,1942,0107 8th & Ontario,0215 Princess & Union,30 Day Pass,2583,780,3619,3753,13,13,0,0
2021-02-19 12:00,2021-02-19 12:00,1470,0126 Thurlow & Pendrell,0092 Chilco & Barclay,365 Day Founding Plus,1790,574,3745,3829,14,14,0,0
2021-02-19 12:00,2021-02-19 12:00,813,0060 Bidwell & Burnaby,0040 Cardero & Davie,365 Day Founding Plus,545,232,3858,3926,11,11,0,0
2021-02-19 12:00,2021-02-19 12:00,1144,0017 Marinaside & Davie,0004 Yaletown-Roundhouse Station,Community Pass,381,143,3531,3621,14,14,0,0
2021-02-19 12:00,2021-02-19 12:00,882,0217 Smithe & Burrard,0052 Cambie & Water,365 Standard,2017,593,3486,3592,12,13,0,0
2021-02-19 12:00,2021-02-19 12:00,1864,0282 14th & Fraser,0258 13th & St George,Community Pass,353,169,3739,3831,11,11,0,0
2021-02-19 12:00,2021-02-19 12:00,1453,0191 7th & Laurel,0154 Kitsilano Beach Park,30 Day Pass,3197,949,3702,3876,10,11,0,0
2021-02-19 12:00,2021-02-19 12:00,2074,0261 8th & Fraser,0115 Cypress & 16th,365 Day Founding Plus,5219,1679,3679,3861,13,11,0,0
2021-02-19 12:00,2021-02-19 12:00,1724,0009 Spyglass & Seawall,0218 Carrall & Seawall,365 Plus,1805,728,3697,3877,12,12,0,0
2021-02-19 12:00,2021-02-19 13:00,1603,0244 10th & Commercial,0045 Beach & Hornby,30 Day Pass,7643,2254,3645,3868,12,11,0,0
2021-02-19 12:00,2021-02-19 12:00,883,0006 Olympic Village Station,0081 7th & Heather,365 Day Founding Standard,569,150,3827,3924,15,15,0,0
2021-02-19 12:00,2021-02-19 12:00,1652,0089 Burrard & Drake,0041 Cardero & Robson,30 Day Pass,1886,440,3616,3756,12,14,0,0
2021-02-19 12:00,2021-02-19 12:00,2037,0242 8th & Commercial,0250 Woodland & 4th,Community Pass,633,201,3727,3813,11,12,0,0
2021-02-19 12:00,2021-02-19 12:00,743,0064 Expo & Smithe,0057 Marinaside & Cooperage,Community Pass,310,167,3723,3756,11,12,0,0
2021-02-19 12:00,2021-02-19 12:00,319,0030 Abbott & Cordova,0212 Union & Dunlevy,365 Plus,4970,1835,3921,4066,11,13,586,3
2021-02-19 12:00,2021-02-19 13:00,14,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,24 Hour,7079,2865,3998,4201,12,10,0,0
2021-02-19 12:00,2021-02-19 13:00,2069,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,24 Hour,7210,2874,3826,3972,11,11,0,0
2021-02-19 12:00,2021-02-19 12:00,1293,0071 14th & Granville,0069 7th & Granville,Community Pass,792,233,3761,3885,10,10,0,0
2021-02-19 12:00,2021-02-19 12:00,1542,0273 Victoria & 4th,0274 Victoria & 10th,365 Standard,626,158,3756,3863,12,13,0,0
2021-02-19 12:00,2021-02-19 12:00,1864,0260 10th & Fraser,0282 14th & Fraser,Community Pass,434,261,3732,3824,11,11,0,0
2021-02-19 12:00,2021-02-19 12:00,665,0255 18th & Main,0074 10th & Main,Community Pass,1249,521,3698,3774,14,14,0,0
2021-02-19 12:00,2021-02-19 12:00,813,0031 Morton & Denman,0060 Bidwell & Burnaby,365 Day Founding Plus,412,181,3877,3921,11,11,0,0
2021-02-19 12:00,2021-02-19 12:00,1314,0102 Stanley Park - Second Beach North,0083 Aquatic Centre,365 Standard,2417,487,3990,4137,11,13,0,0
2021-02-19 12:00,2021-02-19 12:00,1284,0174 1st & Manitoba,0219 Hawks & Union,365 Plus,2289,634,3784,3984,11,13,0,0
2021-02-19 12:00,2021-02-19 12:00,1975,0197 1st & Scotia,0174 1st & Manitoba,365 Corporate Plus Renewal,716,240,3660,3813,12,12,0,0
2021-02-19 12:00,2021-02-19 12:00,1620,0197 1st & Scotia,0174 1st & Manitoba,365 Plus,731,353,3673,3750,13,12,0,0
2021-02-19 12:00,2021-02-19 12:00,999,0068 Cypress & Broadway,0186 10th & Kingsway,30 Day Pass,3841,1377,3856,4024,11,12,0,0
2021-02-19 12:00,2021-02-19 12:00,603,0006 Olympic Village Station,0204 York & Yew,365 Standard,4418,1379,3921,4063,14,14,0,0
2021-02-19 12:00,2021-02-19 12:00,1063,0025 Homer & Robson (Vancouver Public Library),0026 Beatty & Robson,Community Pass,367,150,3616,3697,10,11,0,0
2021-02-19 12:00,2021-02-19 12:00,83,0053 Keefer & Abbott,0212 Union & Dunlevy,365 Plus,1098,265,3890,4029,11,12,0,0
2021-02-19 12:00,2021-02-19 12:00,990,0053 Keefer & Abbott,0212 Union & Dunlevy,365 Standard,1137,324,4022,4106,11,12,0,0
2021-02-19 12:00,2021-02-19 12:00,1329,0281 Windsor & 14th,0129 Richards & Robson,365 Standard,5454,1214,3568,3764,11,10,0,0
2021-02-19 12:00,2021-02-20 0:00,931,0262 8th & Prince Edward,0012 Dunsmuir & Richards,365 Standard,4008,995,3872,3990,13,3,0,0
2021-02-19 12:00,2021-02-19 12:00,988,0045 Beach & Hornby,0039 Helmcken & Burrard,Community Pass,737,356,4080,4164,12,12,0,0
2021-02-19 12:00,2021-02-19 13:00,119,0256 Prince Edward & 16th,0256 Prince Edward & 16th,365 Plus,4802,3758,3898,4088,13,10,0,0
2021-02-19 12:00,2021-02-19 12:00,209,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,24 Hour,7698,2106,3418,3666,12,12,0,0
2021-02-19 12:00,2021-02-19 12:00,1780,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,24 Hour,0,2115,3503,3602,9,6,0,0
2021-02-19 12:00,2021-02-19 12:00,1864,0265 St Catherines & 10th,0260 10th & Fraser,Community Pass,347,212,3752,3821,10,9,0,0
2021-02-19 12:00,2021-02-19 12:00,1069,0016 Pender & Burrard,0215 Princess & Union,365 Standard,2699,936,3856,4140,10,12,0,0
2021-02-19 12:00,2021-02-19 12:00,1220,0016 Pender & Burrard,0215 Princess & Union,365 Standard,2695,961,3715,3913,10,12,0,0
2021-02-19 12:00,2021-02-19 12:00,710,0040 Cardero & Davie,0083 Aquatic Centre,365 Standard,0,329,3890,3951,12,11,0,0
2021-02-19 12:00,2021-02-19 12:00,255,0032 Comox & Denman,0047 Chilco & Beach,365 Day Founding Plus,496,219,3537,3647,13,13,0,0
2021-02-19 12:00,2021-02-19 12:00,1967,0083 Aquatic Centre,0017 Marinaside & Davie,365 Day Founding Plus,0,713,3555,3610,12,10,0,0
2021-02-19 12:00,2021-02-19 12:00,587,0039 Helmcken & Burrard,0039 Helmcken & Burrard,365 Plus,6191,2839,3982,4171,11,13,1284,1
2021-02-19 12:00,2021-02-19 12:00,898,0025 Homer & Robson (Vancouver Public Library),0125 Hamilton & Robson,Community Pass,292,136,3795,3845,10,10,0,0
2021-02-19 12:00,2021-02-19 13:00,269,0083 Aquatic Centre,0088 Harwood & Bute,365 Plus,14432,3682,4018,4346,12,11,0,0
2021-02-19 12:00,2021-02-19 12:00,990,0212 Union & Dunlevy,0053 Keefer & Abbott,365 Standard,1100,280,4009,4072,12,13,0,0
2021-02-19 12:00,2021-02-19 12:00,1448,0096 Nicola & Robson,0024 Hornby & Pender,365 Day Founding Plus,3849,3328,3544,3621,10,11,1055,4
2021-02-19 12:00,2021-02-19 12:00,1331,0037 Hornby & Nelson,0065 Cypress & Cornwall,365 Plus,5488,2384,3637,3732,12,14,379,3
2021-02-19 12:00,2021-02-19 12:00,557,0240 2nd & Commercial,0228 Keefer & Hawks,30 Day Pass,2601,583,3686,3808,13,15,0,0
2021-02-19 12:00,2021-02-19 12:00,313,0032 Comox & Denman,0060 Bidwell & Burnaby,365 Corporate Plus Renewal,508,211,3856,3929,12,12,0,0
2021-02-19 12:00,2021-02-19 12:00,1864,0266 St Catherines & 7th,0265 St Catherines & 10th,Community Pass,381,271,3753,3819,10,10,0,0
2021-02-19 11:00,2021-02-19 12:00,1724,0017 Marinaside & Davie,0009 Spyglass & Seawall,365 Standard,2824,844,3661,3852,14,14,0,0
2021-02-19 11:00,2021-02-19 12:00,1780,0035 Coal Harbour Community Centre,0105 Stanley Park - Totem Poles,24 Hour,0,610,3502,3600,9,7,0,0
2021-02-19 11:00,2021-02-19 12:00,1703,0069 7th & Granville,0192 7th &  Alder,30 Day Pass,555,185,3764,3852,9,11,0,0
2021-02-19 11:00,2021-02-19 12:00,209,0035 Coal Harbour Community Centre,0105 Stanley Park - Totem Poles,24 Hour,2687,650,3413,3584,11,12,0,0
2021-02-19 11:00,2021-02-19 12:00,1109,0030 Abbott & Cordova,0232 Britannia Parking Lot,Community Pass,3422,946,3918,4174,11,13,0,0
2021-02-19 11:00,2021-02-19 12:00,186,0099 Vancouver Art Gallery - North Plaza,0099 Vancouver Art Gallery - North Plaza,365 Standard,16,248,4021,4085,13,12,0,0
2021-02-19 11:00,2021-02-19 11:00,813,0092 Chilco & Barclay,0031 Morton & Denman,365 Day Founding Plus,598,198,3855,3927,11,12,0,0
2021-02-19 11:00,2021-02-19 12:00,1284,0199 Georgia & Main,0174 1st & Manitoba,365 Plus,1394,399,3745,3905,10,12,0,0
2021-02-19 11:00,2021-02-19 11:00,1842,0070 10th & Granville,0071 14th & Granville,Community Pass,463,196,3597,3632,10,10,0,0
2021-02-19 11:00,2021-02-19 11:00,449,0048 Comox & Broughton,0040 Cardero & Davie,365 Standard,369,150,3698,3695,11,12,0,0
2021-02-19 11:00,2021-02-19 12:00,2010,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,24 Hour,2211,1164,3560,3636,10,9,0,0
2021-02-19 11:00,2021-02-19 12:00,2069,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,24 Hour,2191,1168,3816,3945,11,11,0,0
2021-02-19 11:00,2021-02-19 12:00,1777,0223 Commercial & Adanac,0052 Cambie & Water,365 Standard,3873,815,3810,4119,11,12,0,0
2021-02-19 11:00,2021-02-19 11:00,1966,0050 Bute & Comox,0032 Comox & Denman,30 Day Pass,1098,404,3624,3748,14,14,0,0
2021-02-19 11:00,2021-02-19 11:00,1254,0212 Union & Dunlevy,0054 Expo & Carrall,365 Plus,743,194,3745,3860,14,15,0,0
2021-02-19 11:00,2021-02-19 11:00,255,0050 Bute & Comox,0032 Comox & Denman,30 Day Pass,1078,466,3531,3669,14,14,0,0
2021-02-19 11:00,2021-02-19 11:00,591,0039 Helmcken & Burrard,0129 Richards & Robson,Community Pass,1012,302,3982,4058,10,11,0,0
2021-02-19 11:00,2021-02-19 11:00,1864,0297 6th & Prince Edward,0266 St Catherines & 7th,Community Pass,843,256,3750,3852,10,11,0,0
2021-02-19 11:00,2021-02-19 11:00,186,0187 Bute & Davie,0099 Vancouver Art Gallery - North Plaza,Archived Monthly Plus,1421,343,3992,4124,14,15,0,0
2021-02-19 11:00,2021-02-19 11:00,813,0047 Chilco & Beach,0092 Chilco & Barclay,365 Day Founding Plus,349,185,3887,3911,11,11,0,0
2021-02-19 11:00,2021-02-19 11:00,1780,0129 Richards & Robson,0035 Coal Harbour Community Centre,24 Hour,0,758,3511,3611,9,6,0,0
2021-02-19 11:00,2021-02-19 11:00,209,0129 Richards & Robson,0035 Coal Harbour Community Centre,24 Hour,2499,772,3439,3571,9,11,0,0
2021-02-19 11:00,2021-02-19 11:00,1924,0187 Bute & Davie,0032 Comox & Denman,30 Day Pass,1715,320,3953,4066,15,16,0,0
2021-02-19 11:00,2021-02-19 11:00,1681,0019 Robson & Hornby,0037 Hornby & Nelson,Community Pass,653,140,4008,4087,10,11,0,0
2021-02-19 11:00,2021-02-19 11:00,723,0173 1st & Columbia,0287 Carolina & Great Northern Way,365 Plus,1570,517,3881,4026,10,12,0,0
2021-02-19 11:00,2021-02-19 11:00,569,0241 4th & Commercial,0215 Princess & Union,365 Plus,2891,758,3666,3876,17,15,0,0
2021-02-19 11:00,2021-02-19 11:00,1497,0174 1st & Manitoba,0193 Science World,365 Standard,649,284,3552,3671,10,11,0,0
2021-02-19 11:00,2021-02-19 11:00,1087,0057 Marinaside & Cooperage,0055 Keefer & Columbia,365 Day Founding Plus,1392,323,4014,4146,9,11,0,0
2021-02-19 11:00,2021-02-19 11:00,934,0057 Marinaside & Cooperage,0055 Keefer & Columbia,365 Day Founding Plus,6,331,3681,3739,9,6,0,0
2021-02-19 11:00,2021-02-19 11:00,336,0241 4th & Commercial,0241 4th & Commercial,365 Plus,0,44,3571,3647,12,12,0,0
2021-02-19 11:00,2021-02-19 11:00,2083,0237 Glen & 6th,0012 Dunsmuir & Richards,365 Plus,4051,971,3913,4122,11,12,0,0
2021-02-19 11:00,2021-02-19 11:00,1689,0044 Pacific & Richards,0137 Beach & Seymour,365 Standard,261,83,3621,3689,13,14,0,0
2021-02-19 11:00,2021-02-19 12:00,417,0190 Melville & Bute,0037 Hornby & Nelson,365 Plus,0,1601,3542,3598,9,9,0,0
2021-02-19 11:00,2021-02-19 11:00,557,0244 10th & Commercial,0240 2nd & Commercial,30 Day Pass,1353,469,3673,3784,18,16,0,0
2021-02-19 11:00,2021-02-19 11:00,813,0092 Chilco & Barclay,0047 Chilco & Beach,365 Day Founding Plus,590,248,3852,3943,12,12,0,0
2021-02-19 11:00,2021-02-19 11:00,597,0063 Robson & Granville,0099 Vancouver Art Gallery - North Plaza,Community Pass,275,156,3798,3990,10,8,0,0
2021-02-19 11:00,2021-02-19 11:00,382,0108 1st & Chestnut,0066 Anderson & 2nd,365 Corporate Standard Renewal,722,226,3674,3737,10,11,0,0
2021-02-19 11:00,2021-02-19 11:00,1435,0081 7th & Heather,0026 Beatty & Robson,365 Day Founding Standard,1954,524,3673,3919,16,12,0,0
2021-02-19 11:00,2021-02-19 11:00,1425,0002 Burrard Station (Melville & Dunsmuir),0002 Burrard Station (Melville & Dunsmuir),30 Day Pass,0,18,3586,3660,9,9,0,0
2021-02-19 11:00,2021-02-19 11:00,313,0048 Comox & Broughton,0032 Comox & Denman,365 Corporate Standard Renewal,508,120,3739,3914,12,14,0,0
2021-02-19 11:00,2021-02-19 11:00,757,0241 4th & Commercial,0281 Windsor & 14th,Community Pass,3277,1205,3814,3897,18,14,0,0
2021-02-19 11:00,2021-02-19 11:00,469,0206 8th & Scotia,0208 Arbutus Greenway & Broadway,365 Standard,4359,906,3766,3948,9,13,0,0
2021-02-19 11:00,2021-02-19 11:00,898,0129 Richards & Robson,0025 Homer & Robson (Vancouver Public Library),Community Pass,177,143,3802,3832,9,9,0,0
2021-02-19 11:00,2021-02-19 11:00,268,0199 Georgia & Main,0053 Keefer & Abbott,Community Pass,677,207,3748,3905,11,12,0,0
2021-02-19 11:00,2021-02-19 12:00,1148,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,7659,4649,3679,3855,10,11,0,0
2021-02-19 11:00,2021-02-19 11:00,813,0047 Chilco & Beach,0092 Chilco & Barclay,365 Day Founding Plus,528,216,3908,3964,12,12,0,0
2021-02-19 11:00,2021-02-19 12:00,1336,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,7432,4700,3784,3987,9,9,0,0
2021-02-19 11:00,2021-02-19 11:00,55,0187 Bute & Davie,0021 Cordova & Granville,30 Day Pass,1919,496,3661,3773,16,16,0,0
2021-02-19 11:00,2021-02-19 11:00,662,0047 Chilco & Beach,0066 Anderson & 2nd,24 Hour,4002,1411,3843,3948,11,10,0,0
2021-02-19 11:00,2021-02-19 11:00,287,0204 York & Yew,0064 Expo & Smithe,365 Standard,3708,1166,3756,3997,10,11,0,0
2021-02-19 11:00,2021-02-19 11:00,1949,0047 Chilco & Beach,0066 Anderson & 2nd,24 Hour,3836,1436,3645,3810,10,8,0,0
2021-02-19 11:00,2021-02-19 11:00,1109,0017 Marinaside & Davie,0030 Abbott & Cordova,365 Corporate Plus Renewal,2091,705,4003,4121,17,15,0,0
2021-02-19 11:00,2021-02-19 11:00,831,0244 10th & Commercial,0250 Woodland & 4th,Community Pass,865,380,3803,3876,20,17,0,0
2021-02-19 11:00,2021-02-19 11:00,557,0244 10th & Commercial,0244 10th & Commercial,Community Pass,0,144,3694,3768,18,17,0,0
2021-02-19 11:00,2021-02-19 11:00,1031,0124 Richards & Cordova,0012 Dunsmuir & Richards,Community Pass,365,250,3805,3832,9,9,0,0
2021-02-19 11:00,2021-02-19 11:00,723,0199 Georgia & Main,0173 1st & Columbia,30 Day Pass,1580,775,3881,3966,10,11,233,1
2021-02-19 11:00,2021-02-19 11:00,813,0028 Davie & Beach,0047 Chilco & Beach,365 Day Founding Plus,363,185,3919,3968,12,13,0,0
2021-02-19 11:00,2021-02-19 11:00,1905,0250 Woodland & 4th,0225 McLean & Pender,365 Corporate Standard Renewal,1807,515,3608,3773,10,11,0,0
2021-02-19 11:00,2021-02-19 11:00,202,0252 Woodland & Graveley,0001 10th & Cambie,Community Pass,4139,1176,3980,4134,12,14,0,0
2021-02-19 11:00,2021-02-19 11:00,1331,0139 Burrard & 4th,0037 Hornby & Nelson,365 Standard,2429,671,3615,3718,13,14,0,0
2021-02-19 11:00,2021-02-19 11:00,1268,0031 Morton & Denman,0066 Anderson & 2nd,365 Standard,3538,778,4066,4267,11,13,0,0
2021-02-19 11:00,2021-02-19 11:00,1802,0221 Glen & Union,0053 Keefer & Abbott,365 Plus,3479,1274,4008,4222,11,13,0,0
2021-02-19 11:00,2021-02-19 11:00,1238,0174 1st & Manitoba,0006 Olympic Village Station,365 Standard,945,204,3800,3803,8,8,0,0
2021-02-19 11:00,2021-02-19 11:00,417,0036 Bute & Robson,0190 Melville & Bute,365 Plus,0,1418,3526,3611,9,9,131,1
2021-02-19 11:00,2021-02-19 11:00,1457,0014 Canada Place,0021 Cordova & Granville,Community Pass,208,140,4034,4047,8,8,0,0
2021-02-19 11:00,2021-02-19 11:00,858,0221 Glen & Union,0221 Glen & Union,365 Plus,51,96,3566,3666,8,8,0,0
2021-02-19 11:00,2021-02-19 11:00,313,0002 Burrard Station (Melville & Dunsmuir),0048 Comox & Broughton,365 Corporate Standard Renewal,1406,529,3829,3945,8,11,0,0
2021-02-19 11:00,2021-02-19 11:00,837,0040 Cardero & Davie,0032 Comox & Denman,365 Day Founding Plus,512,193,3769,3824,9,10,0,0
2021-02-19 11:00,2021-02-19 11:00,600,0103 Stanley Park - Third Beach Parking Lot,0047 Chilco & Beach,365 Plus,2474,1065,3966,4182,7,9,0,0
2021-02-19 11:00,2021-02-19 11:00,218,0039 Helmcken & Burrard,0045 Beach & Hornby,Community Pass,745,367,3523,3645,9,9,0,0
2021-02-19 11:00,2021-02-19 11:00,2124,0235 Charles & Commercial,0098 Carrall & Hastings,30 Day Pass,3483,953,3793,3927,12,14,0,0
2021-02-19 11:00,2021-02-19 11:00,743,0084 Sunset Beach West,0064 Expo & Smithe,365 Standard,3071,1443,3744,3810,15,12,189,1
2021-02-19 10:00,2021-02-19 12:00,668,0030 Abbott & Cordova,0147 Chestnut & McNicoll,24 Hour,7455,5985,3637,3797,8,12,0,0
2021-02-19 10:00,2021-02-19 11:00,713,0084 Sunset Beach West,0028 Davie & Beach,365 Day Founding Plus,849,257,3744,3892,11,13,0,0
2021-02-19 10:00,2021-02-19 11:00,1695,0030 Abbott & Cordova,0017 Marinaside & Davie,365 Corporate Plus Renewal,1621,535,3560,3726,7,7,0,0
2021-02-19 10:00,2021-02-19 12:00,1480,0030 Abbott & Cordova,0147 Chestnut & McNicoll,24 Hour,7406,6018,3856,4053,8,11,0,0
2021-02-19 10:00,2021-02-19 11:00,710,0060 Bidwell & Burnaby,0040 Cardero & Davie,365 Day Founding Plus,0,241,3905,3948,13,13,0,0
2021-02-19 10:00,2021-02-19 10:00,319,0030 Abbott & Cordova,0030 Abbott & Cordova,24 Hour,0,40,3881,3961,9,8,0,0
2021-02-19 10:00,2021-02-19 11:00,63,0031 Morton & Denman,0031 Morton & Denman,365 Plus,12813,2349,3735,4024,10,14,0,0
2021-02-19 10:00,2021-02-19 11:00,607,0250 Woodland & 4th,0283 15th & Knight,365 Standard,1268,474,3595,3710,8,11,0,0
2021-02-19 10:00,2021-02-19 10:00,319,0030 Abbott & Cordova,0030 Abbott & Cordova,24 Hour,0,48,3908,3982,8,8,0,0
2021-02-19 10:00,2021-02-19 11:00,988,0177 Quebec & 1st,0045 Beach & Hornby,30 Day Pass,3730,708,3982,4196,9,13,0,0
2021-02-19 10:00,2021-02-19 11:00,1523,0222 Adanac & McLean,0278 15th & Victoria (Trout Lake),30 Day Pass,3105,1194,3885,3989,10,12,0,0
2021-02-19 10:00,2021-02-19 11:00,2026,0229 Keefer & Princess,0222 Adanac & McLean,Community Pass,1541,460,3976,4088,12,12,0,0
2021-02-19 10:00,2021-02-19 11:00,1115,0011 Ontario & Seawall,0027 Beatty & Nelson,365 Day Founding Standard,1962,576,3697,3932,9,11,0,0
2021-02-19 10:00,2021-02-19 10:00,1933,0197 1st & Scotia,0197 1st & Scotia,365 Corporate Plus Renewal,4,52,3795,3808,12,12,0,0
2021-02-19 10:00,2021-02-19 10:00,1149,0228 Keefer & Hawks,0222 Adanac & McLean,30 Day Pass,1310,434,3627,3753,6,8,0,0
2021-02-19 10:00,2021-02-19 10:00,406,0057 Marinaside & Cooperage,0137 Beach & Seymour,30 Day Pass,1666,391,3619,3861,8,9,0,0
2021-02-19 10:00,2021-02-19 11:00,159,0213 Pender & Gore,0066 Anderson & 2nd,30 Day Pass,4633,979,3499,3727,8,12,0,0
2021-02-19 10:00,2021-02-19 10:00,1284,0212 Union & Dunlevy,0199 Georgia & Main,365 Plus,408,149,3744,3856,10,11,0,0
2021-02-19 10:00,2021-02-19 10:00,67,0058 Homer & Smithe,0004 Yaletown-Roundhouse Station,365 Plus,620,235,3745,3947,8,8,0,0
2021-02-19 10:00,2021-02-19 10:00,181,0034 Cordova & Bute,0201 Shaw Tower,Community Pass,312,154,3755,3837,7,7,0,0
2021-02-19 10:00,2021-02-19 10:00,816,0011 Ontario & Seawall,0055 Keefer & Columbia,30 Day Pass,1039,271,3629,3863,8,10,0,0
2021-02-19 10:00,2021-02-19 11:00,662,0209 Stanley Park - Information Booth,0047 Chilco & Beach,24 Hour,7291,2105,3727,3937,7,11,0,0
2021-02-19 10:00,2021-02-19 11:00,25,0201 Shaw Tower,0173 1st & Columbia,365 Plus,4761,1288,3532,3790,7,9,0,0
